chrom	start	end	sample	S*_score	expected_S*_score	local_recomb_rate	quantile	significant
21	14650000	14700000	NA06984	90465	63045.777132	0.19123721466	0.99	True
21	14660000	14710000	NA06984	56112	60369.050424	0.30710419392	0.99	False
21	14670000	14720000	NA06984	30011	62574.427419	0.3467203809	0.99	False
21	14680000	14730000	NA06984	30011	61567.870659	0.3451236241599999	0.99	False
21	14710000	14760000	NA06984	32754	72442.208521	0.1382636507	0.99	False
21	14720000	14770000	NA06984	39490	71907.810716	0.08378455999999998	0.99	False
21	14730000	14780000	NA06984	59465	75950.187905	0.09223399708000002	0.99	False
21	14740000	14790000	NA06984	74180	78935.458693	0.10571047534000001	0.99	False
21	14750000	14800000	NA06984	101827	79728.932993	0.11769079055999998	0.99	True
21	14760000	14810000	NA06984	90059	76739.441349	0.14160011657999996	0.99	True
21	14770000	14820000	NA06984	93930	75939.433713	0.1652225454	0.99	True
21	14780000	14830000	NA06984	112362	72667.747204	0.21356096594	0.99	True
21	14790000	14840000	NA06984	103094	69409.034869	0.8278699706	0.99	True
21	14800000	14850000	NA06984	76906	69278.086217	0.95461420774	0.99	True
21	14810000	14860000	NA06984	82719	67804.908166	0.9627302429	0.99	True
21	14820000	14870000	NA06984	62977	67030.206709	0.95898804686	0.99	False
21	14830000	14880000	NA06984	34688	68859.140539	0.94464980092	0.99	False
21	14850000	14900000	NA06984	64376	64014.521288	0.58154647008	0.99	True
21	14860000	14910000	NA06984	50897	64666.041452	0.6238616314	0.99	False
21	14870000	14920000	NA06984	76054	63532.348473	0.71925483514	0.99	True
21	14880000	14930000	NA06984	96370	61857.906128	0.69844488716	0.99	True
21	14890000	14940000	NA06984	104561	59163.653713	0.38769769736	0.99	True
21	14900000	14950000	NA06984	87018	60030.430344	0.34146690978	0.99	True
21	14910000	14960000	NA06984	75395	59238.935143	0.32625441402	0.99	True
21	14920000	14970000	NA06984	53201	57550.353657	0.42576340235999993	0.99	False
21	14930000	14980000	NA06984	34660	53468.343377	0.41111760888	0.99	False
21	14980000	15030000	NA06984	37255	39064.924814	0.09053686433999997	0.99	False
21	14990000	15040000	NA06984	37255	39051.846606	0.09308444070000002	0.99	False
21	15000000	15050000	NA06984	37255	35131.329575	0.31085135048	0.99	True
21	15120000	15170000	NA06984	55550	15971.939713	1.46578666436	0.99	True
21	15130000	15180000	NA06984	49642	21186.889524	1.32692493994	0.99	True
21	15140000	15190000	NA06984	16186	24856.316772	2.161881463	0.99	False
21	15150000	15200000	NA06984	16186	33768.206467	2.47079985492	0.99	False
21	15160000	15210000	NA06984	84702	55425.553673	2.64175086384	0.99	True
21	15170000	15220000	NA06984	107938	61391.543124	2.74890637888	0.99	True
21	15180000	15230000	NA06984	86655	70584.957321	3.7551514219999995	0.99	True
21	15190000	15240000	NA06984	141619	80672.879457	2.90810599486	0.99	True
21	15200000	15250000	NA06984	207995	91693.610287	2.48638748926	0.99	True
21	15210000	15260000	NA06984	289562	93878.111857	2.12604137868	0.99	True
21	15220000	15270000	NA06984	319213	102669.0849	1.9177058975800003	0.99	True
21	15230000	15280000	NA06984	334942	103017.293018	1.53258877904	0.99	True
21	15240000	15290000	NA06984	305143	100625.73781	2.02924965782	0.99	True
21	15250000	15300000	NA06984	306087	97909.294542	2.05554781898	0.99	True
21	15260000	15310000	NA06984	341978	97750.876425	1.95551745336	0.99	True
21	15270000	15320000	NA06984	380368	88547.502543	1.85550917226	0.99	True
21	15280000	15330000	NA06984	425133	85434.407129	1.34223498262	0.99	True
21	15290000	15340000	NA06984	450769	81100.941867	0.80256411816	0.99	True
21	15300000	15350000	NA06984	386338	73908.944005	1.37251120588	0.99	True
21	15310000	15360000	NA06984	231040	69448.578995	1.65394417322	0.99	True
21	15320000	15370000	NA06984	130450	65508.59687	1.90687248214	0.99	True
21	15330000	15380000	NA06984	74274	64481.230343	2.06026277716	0.99	True
21	15340000	15390000	NA06984	113421	67897.215982	2.3066271935	0.99	True
21	15350000	15400000	NA06984	146957	69209.588266	1.59904608372	0.99	True
21	15360000	15410000	NA06984	197597	67069.938447	1.32396215746	0.99	True
21	15370000	15420000	NA06984	229858	69051.333106	1.04681330118	0.99	True
21	15380000	15430000	NA06984	223080	69161.38469	0.67451247806	0.99	True
21	15390000	15440000	NA06984	200707	69961.647013	0.25825966516	0.99	True
21	15400000	15450000	NA06984	182707	72402.316626	0.79860334874	0.99	True
21	15410000	15460000	NA06984	162216	79320.421803	1.74246559344	0.99	True
21	15420000	15470000	NA06984	113912	90395.135422	1.75387970572	0.99	True
21	15430000	15480000	NA06984	216074	95432.578798	1.83369251436	0.99	True
21	15440000	15490000	NA06984	227085	94852.346673	1.90028991296	0.99	True
21	15450000	15500000	NA06984	197014	91857.593409	1.3471230294	0.99	True
21	15460000	15510000	NA06984	186036	85360.097536	0.35952019468	0.99	True
21	15470000	15520000	NA06984	175465	72184.820834	0.43909621294	0.99	True
21	15480000	15530000	NA06984	82080	65626.935629	0.54759914438	0.99	True
21	15490000	15540000	NA06984	74314	67909.135856	0.48463300348	0.99	True
21	15500000	15550000	NA06984	68790	70616.674663	0.47449826102	0.99	False
21	15510000	15560000	NA06984	86678	73712.45995	0.46312640434	0.99	True
21	15520000	15570000	NA06984	64587	74776.825233	0.39673152232	0.99	False
21	15530000	15580000	NA06984	79370	75474.661967	0.38294164492	0.99	True
21	15540000	15590000	NA06984	76545	71639.763635	2.46335603	0.99	True
21	15550000	15600000	NA06984	70457	73309.132611	2.71829905832	0.99	False
21	15560000	15610000	NA06984	65732	80873.007205	2.7574339366	0.99	False
21	15570000	15620000	NA06984	101390	87867.794832	2.833646244	0.99	True
21	15580000	15630000	NA06984	99404	93839.812117	2.6738146268	0.99	True
21	15590000	15640000	NA06984	111077	99273.689617	0.61513248906	0.99	True
21	15600000	15650000	NA06984	138106	98778.653964	0.55704851476	0.99	True
21	15610000	15660000	NA06984	226142	93076.851403	0.81847323438	0.99	True
21	15620000	15670000	NA06984	211787	85051.231373	1.12558582928	0.99	True
21	15630000	15680000	NA06984	249159	80400.26682	1.2675938209	0.99	True
21	15640000	15690000	NA06984	277564	78460.645213	1.43016142976	0.99	True
21	15650000	15700000	NA06984	266888	77457.481618	1.31113772266	0.99	True
21	15660000	15710000	NA06984	180262	79680.092736	1.03486430236	0.99	True
21	15670000	15720000	NA06984	177840	85420.831721	0.71232910158	0.99	True
21	15680000	15730000	NA06984	155975	83695.584013	1.30283258674	0.99	True
21	15690000	15740000	NA06984	109836	83238.535755	1.12929758028	0.99	True
21	15700000	15750000	NA06984	82000	82176.550306	1.13030654918	0.99	False
21	15710000	15760000	NA06984	90029	76192.791538	1.19146851948	0.99	True
21	15720000	15770000	NA06984	83253	71431.797372	1.10347986374	0.99	True
21	15730000	15780000	NA06984	59333	70260.889526	0.370673995	0.99	False
21	15740000	15790000	NA06984	53216	70316.646201	0.34672142078000007	0.99	False
21	15750000	15800000	NA06984	53216	66690.990005	0.24996708232	0.99	False
21	15760000	15810000	NA06984	31182	65478.876529	0.16682828734	0.99	False
21	15770000	15820000	NA06984	19034	63722.703443	0.39636432166	0.99	False
21	15800000	15850000	NA06984	18137	63014.751102	3.32920611206	0.99	False
21	15810000	15860000	NA06984	18137	62418.381506	4.01939233402	0.99	False
21	15820000	15870000	NA06984	60402	64445.373161	6.16260141714	0.99	False
21	15830000	15880000	NA06984	60402	64650.338775	5.724173856199999	0.99	False
21	15840000	15890000	NA06984	127329	67454.624752	5.096645040440001	0.99	True
21	15850000	15900000	NA06984	231121	70427.124683	3.8794939099600003	0.99	True
21	15860000	15910000	NA06984	248687	69553.853492	3.35053700948	0.99	True
21	15870000	15920000	NA06984	238850	68830.426543	0.97497688334	0.99	True
21	15880000	15930000	NA06984	238850	67990.003278	1.09900258948	0.99	True
21	15890000	15940000	NA06984	193049	69612.335903	1.0460074657	0.99	True
21	15900000	15950000	NA06984	63084	66715.662317	1.39417547604	0.99	False
21	15910000	15960000	NA06984	36126	69321.557934	3.26066300642	0.99	False
21	15920000	15970000	NA06984	47900	73057.808797	3.8921925850799997	0.99	False
21	15930000	15980000	NA06984	68593	74029.905702	3.6363712620799995	0.99	False
21	15940000	15990000	NA06984	47418	74284.410666	3.6567714304400005	0.99	False
21	15950000	16000000	NA06984	67906	74795.716738	2.91240933504	0.99	False
21	15960000	16010000	NA06984	79236	77548.080053	0.94989268694	0.99	True
21	15970000	16020000	NA06984	87674	78320.855053	0.30656077286	0.99	True
21	15980000	16030000	NA06984	86068	80345.243015	0.3479204946	0.99	True
21	15990000	16040000	NA06984	94528	82372.405528	0.298804829	0.99	True
21	16000000	16050000	NA06984	95852	85477.109787	0.36485168334	0.99	True
21	16010000	16060000	NA06984	104704	85317.911973	0.84600809474	0.99	True
21	16020000	16070000	NA06984	88834	81159.492958	1.47616207188	0.99	True
21	16030000	16080000	NA06984	61273	81427.054342	1.4774102357	0.99	False
21	16040000	16090000	NA06984	71552	82737.118794	1.48908461948	0.99	False
21	16050000	16100000	NA06984	60989	80866.795566	1.8514367703200003	0.99	False
21	16060000	16110000	NA06984	58215	75003.853669	1.31744081424	0.99	False
21	16070000	16120000	NA06984	33067	75496.674293	0.73268685914	0.99	False
21	16080000	16130000	NA06984	71598	76212.574251	1.32279418796	0.99	False
21	16090000	16140000	NA06984	38531	71671.066472	4.41917788376	0.99	False
21	16100000	16150000	NA06984	58282	71742.049134	5.27855744004	0.99	False
21	16110000	16160000	NA06984	37974	76370.898851	5.31915382106	0.99	False
21	16120000	16170000	NA06984	60419	81267.884902	5.29737462756	0.99	False
21	16140000	16190000	NA06984	58297	87484.614488	1.52993593188	0.99	False
21	16150000	16200000	NA06984	51453	85968.358114	0.23769872162000003	0.99	False
21	16160000	16210000	NA06984	65239	83505.535072	0.2993660106	0.99	False
21	16170000	16220000	NA06984	47828	76232.116382	6.01296415914	0.99	False
21	16180000	16230000	NA06984	68835	65046.821576	7.417141047540001	0.99	True
21	16190000	16240000	NA06984	46972	60980.689347	7.566937385260001	0.99	False
21	16200000	16250000	NA06984	88308	61248.004789	8.02461452658	0.99	True
21	16210000	16260000	NA06984	97420	61048.401928	8.83612357358	0.99	True
21	16220000	16270000	NA06984	82897	57923.29864	3.20380585058	0.99	True
21	16230000	16280000	NA06984	81571	60699.611466	1.79254028586	0.99	True
21	16240000	16290000	NA06984	98898	60880.891925	1.7065328665599997	0.99	True
21	16250000	16300000	NA06984	79487	61051.287236	1.25222363976	0.99	True
21	16260000	16310000	NA06984	41173	61076.880576	0.48564847982	0.99	False
21	16270000	16320000	NA06984	60609	62457.728064	2.94201569434	0.99	False
21	16280000	16330000	NA06984	43282	62210.293357	3.3883986084800006	0.99	False
21	16290000	16340000	NA06984	25140	62516.550528	3.44287840316	0.99	False
21	16370000	16420000	NA06984	27754	65442.037241	0.24577469532	0.99	False
21	16380000	16430000	NA06984	27754	64300.242322	0.27023972309999994	0.99	False
21	16390000	16440000	NA06984	27754	64024.821801	1.5633106137	0.99	False
21	16400000	16450000	NA06984	73149	64302.174559	2.10679219264	0.99	True
21	16410000	16460000	NA06984	85700	64222.214209	5.526857140900001	0.99	True
21	16420000	16470000	NA06984	59435	64826.571183	5.52921784158	0.99	False
21	16430000	16480000	NA06984	84271	66401.325202	5.676811879900001	0.99	True
21	16440000	16490000	NA06984	100247	66681.992007	5.6585127473200005	0.99	True
21	16450000	16500000	NA06984	102507	64578.73398	5.14763116372	0.99	True
21	16460000	16510000	NA06984	73451	65105.365507	1.72154221954	0.99	True
21	16470000	16520000	NA06984	44654	62343.169549	2.12101578524	0.99	False
21	16480000	16530000	NA06984	61818	63326.604872	2.09676900786	0.99	False
21	16510000	16560000	NA06984	42615	58048.667676	1.17700904416	0.99	False
21	16520000	16570000	NA06984	56979	57933.558693	0.93849716406	0.99	False
21	16530000	16580000	NA06984	61532	57259.657727	1.20138763578	0.99	True
21	16540000	16590000	NA06984	61532	59259.134977	1.70932802982	0.99	True
21	16550000	16600000	NA06984	92936	66071.104116	1.71530709378	0.99	True
21	16560000	16610000	NA06984	86711	70224.498525	1.93063362622	0.99	True
21	16570000	16620000	NA06984	101034	69924.564974	1.75552691408	0.99	True
21	16580000	16630000	NA06984	66906	69645.698592	1.34729247738	0.99	False
21	16590000	16640000	NA06984	84618	69610.062637	0.9037143595	0.99	True
21	16600000	16650000	NA06984	58906	62927.425524	1.09182707174	0.99	False
21	16610000	16660000	NA06984	44369	58914.873313	0.87595984112	0.99	False
21	16620000	16670000	NA06984	50044	60097.784528	1.340309782	0.99	False
21	16640000	16690000	NA06984	41346	62790.236379	1.75272137112	0.99	False
21	16650000	16700000	NA06984	54857	63980.32146	4.072320799199999	0.99	False
21	16660000	16710000	NA06984	54857	64775.459174	3.97049784852	0.99	False
21	16670000	16720000	NA06984	24362	66098.404149	3.45701239352	0.99	False
21	16680000	16730000	NA06984	58407	63942.343904	3.451295197	0.99	False
21	16690000	16740000	NA06984	55394	63589.175896	2.89617939666	0.99	False
21	16700000	16750000	NA06984	21349	64960.419209	0.30004860369999997	0.99	False
21	16710000	16760000	NA06984	21349	64201.643063	0.3209729484	0.99	False
21	16720000	16770000	NA06984	55440	62761.657967	0.33722021776	0.99	False
21	16730000	16780000	NA06984	41309	61839.287634	0.7222419007	0.99	False
21	16760000	16810000	NA06984	50844	71757.362284	1.17520462742	0.99	False
21	16770000	16820000	NA06984	43418	73296.763744	1.17672316552	0.99	False
21	16780000	16830000	NA06984	71574	76236.453658	0.7864061928	0.99	False
21	16790000	16840000	NA06984	52019	74649.975	0.67485883778	0.99	False
21	16800000	16850000	NA06984	66859	70004.452876	3.13212460552	0.99	False
21	16810000	16860000	NA06984	54177	68386.097807	2.86291079494	0.99	False
21	16820000	16870000	NA06984	76636	68751.855408	3.93501155102	0.99	True
21	16830000	16880000	NA06984	58955	66598.704531	4.496264163459999	0.99	False
21	16840000	16890000	NA06984	44115	68761.910607	4.472658468840001	0.99	False
21	16850000	16900000	NA06984	44338	69773.757609	2.0479965743	0.99	False
21	16860000	16910000	NA06984	63961	69763.04179	2.07055749004	0.99	False
21	16870000	16920000	NA06984	39577	74080.181589	1.03184431166	0.99	False
21	16880000	16930000	NA06984	174671	81068.16995	0.92353380434	0.99	True
21	16890000	16940000	NA06984	224697	79715.248588	1.5797625927	0.99	True
21	16900000	16950000	NA06984	217769	81312.914791	2.40731491168	0.99	True
21	16910000	16960000	NA06984	210910	85109.883872	2.35264788186	0.99	True
21	16920000	16970000	NA06984	185547	79302.121626	2.72745726922	0.99	True
21	16930000	16980000	NA06984	57374	72434.295042	2.376466781	0.99	False
21	16960000	17010000	NA06984	23046	66610.017066	1.08275981524	0.99	False
21	16970000	17020000	NA06984	34828	67435.869394	3.28503522284	0.99	False
21	16980000	17030000	NA06984	34828	71483.773299	3.2455399360399997	0.99	False
21	16990000	17040000	NA06984	62981	76375.517958	3.33224247886	0.99	False
21	17000000	17050000	NA06984	66903	78394.727218	3.30662455322	0.99	False
21	17010000	17060000	NA06984	46071	78419.032616	3.24171758684	0.99	False
21	17020000	17070000	NA06984	17918	77830.084978	1.20659327224	0.99	False
21	17030000	17080000	NA06984	17918	73848.898458	1.13669262086	0.99	False
21	17090000	17140000	NA06984	35913	60770.379643	0.16847470846	0.99	False
21	17100000	17150000	NA06984	35913	58552.25886	0.1406800205	0.99	False
21	17110000	17160000	NA06984	35913	56411.464744	0.13016906032	0.99	False
21	17120000	17170000	NA06984	33690	53394.789933	0.09836778426	0.99	False
21	17130000	17180000	NA06984	33690	54293.649338	0.08832194031999999	0.99	False
21	17140000	17190000	NA06984	37071	56754.226219	0.08242563925999999	0.99	False
21	17150000	17200000	NA06984	47642	58180.034131	0.06813403599999998	0.99	False
21	17160000	17210000	NA06984	68976	57934.909424	0.05311272387999999	0.99	True
21	17170000	17220000	NA06984	37548	58286.649708	0.04772653508	0.99	False
21	17180000	17230000	NA06984	64269	58200.079096	0.08824161843999999	0.99	True
21	17190000	17240000	NA06984	48055	57876.530485	0.08916798292000001	0.99	False
21	17200000	17250000	NA06984	33132	55026.372861	0.08998109102	0.99	False
21	17250000	17300000	NA06984	14894	58073.42274	0.06836523475999998	0.99	False
21	17260000	17310000	NA06984	14894	56566.865121	3.00335417724	0.99	False
21	17270000	17320000	NA06984	68122	58508.066133	3.52598535442	0.99	True
21	17280000	17330000	NA06984	95308	61395.008376	3.57792679332	0.99	True
21	17290000	17340000	NA06984	121526	61386.921912	3.6285404998999997	0.99	True
21	17300000	17350000	NA06984	105080	62739.943548	3.9746392212000003	0.99	True
21	17310000	17360000	NA06984	105080	69419.709218	1.10779332808	0.99	True
21	17320000	17370000	NA06984	89059	71540.55559	0.65860968086	0.99	True
21	17330000	17380000	NA06984	70052	73293.689275	0.71177687946	0.99	False
21	17340000	17390000	NA06984	69096	76671.316179	0.6768633875	0.99	False
21	17350000	17400000	NA06984	39018	76436.762195	0.37814363466	0.99	False
21	17360000	17410000	NA06984	63625	73191.645009	0.462270207	0.99	False
21	17370000	17420000	NA06984	79233	71088.235488	1.7671283213999998	0.99	True
21	17380000	17430000	NA06984	98008	67533.231146	1.83277765496	0.99	True
21	17390000	17440000	NA06984	78362	62336.590746	2.14341361256	0.99	True
21	17400000	17450000	NA06984	78362	61051.037535	2.19763075692	0.99	True
21	17410000	17460000	NA06984	101357	58620.299132	2.11321444642	0.99	True
21	17420000	17470000	NA06984	65440	57599.831038	0.7571760972	0.99	True
21	17430000	17480000	NA06984	36604	57603.421488	0.60099119756	0.99	False
21	17480000	17530000	NA06984	69031	56259.859569	1.2753915247	0.99	True
21	17490000	17540000	NA06984	77970	57293.039418	1.75916712048	0.99	True
21	17500000	17550000	NA06984	141574	57992.440807	2.14530610908	0.99	True
21	17510000	17560000	NA06984	182149	60583.47932	2.94250982978	0.99	True
21	17520000	17570000	NA06984	190565	63983.094273	3.26171701656	0.99	True
21	17530000	17580000	NA06984	150132	65019.739187	2.89616460044	0.99	True
21	17540000	17590000	NA06984	105964	66551.052983	2.41790164726	0.99	True
21	17550000	17600000	NA06984	92713	68930.950692	2.1415060985	0.99	True
21	17560000	17610000	NA06984	82924	69498.26255	1.36336826478	0.99	True
21	17570000	17620000	NA06984	56221	71022.427153	0.98217651392	0.99	False
21	17580000	17630000	NA06984	73398	73338.212076	0.8801865464	0.99	True
21	17590000	17640000	NA06984	73398	75581.547699	0.87276801784	0.99	False
21	17600000	17650000	NA06984	82345	72382.213915	2.21276245628	0.99	True
21	17610000	17660000	NA06984	74151	69713.286837	4.2233884839	0.99	True
21	17620000	17670000	NA06984	64368	66247.286478	4.86928477388	0.99	False
21	17630000	17680000	NA06984	85099	63093.080468	6.0008830079	0.99	True
21	17640000	17690000	NA06984	85099	56953.960388	7.6108578798	0.99	True
21	17650000	17700000	NA06984	88357	57668.340498	7.5225223871999995	0.99	True
21	17660000	17710000	NA06984	64753	57650.932306	5.876080863640001	0.99	True
21	17670000	17720000	NA06984	62585	56901.653968	5.057728748760001	0.99	True
21	17690000	17740000	NA06984	50172	58422.631561	5.677548734599999	0.99	False
21	17700000	17750000	NA06984	43427	62473.14586	6.049145139819999	0.99	False
21	17710000	17760000	NA06984	71048	67380.06299	6.4650857121	0.99	True
21	17720000	17770000	NA06984	100406	73055.736698	6.3839642034	0.99	True
21	17730000	17780000	NA06984	154528	75673.570242	6.98404054644	0.99	True
21	17740000	17790000	NA06984	165351	74622.352841	4.894558058360001	0.99	True
21	17750000	17800000	NA06984	140732	70755.11144	3.16548594824	0.99	True
21	17760000	17810000	NA06984	135871	68401.036604	2.43649385406	0.99	True
21	17770000	17820000	NA06984	143601	68918.260177	2.4988545385	0.99	True
21	17780000	17830000	NA06984	118278	68385.909125	3.81512392154	0.99	True
21	17790000	17840000	NA06984	96019	68826.665762	9.65526521092	0.99	True
21	17800000	17850000	NA06984	92427	70046.547421	14.976503504599998	0.99	True
21	17810000	17860000	NA06984	83691	70894.895042	20.019206368200003	0.99	True
21	17820000	17870000	NA06984	49819	64626.132789	24.801071038000007	0.99	False
21	17870000	17920000	NA06984	39813	63556.424194	11.757365183799996	0.99	False
21	17880000	17930000	NA06984	39813	64516.799508	6.856100635539999	0.99	False
21	17890000	17940000	NA06984	46409	65961.520441	2.3649321896	0.99	False
21	17940000	17990000	NA06984	23247	67639.012373	1.62869408908	0.99	False
21	17950000	18000000	NA06984	47042	67932.051612	2.22066989164	0.99	False
21	17960000	18010000	NA06984	57056	70892.16855	2.76163930124	0.99	False
21	17970000	18020000	NA06984	81706	78618.2264	2.47047059228	0.99	True
21	17980000	18030000	NA06984	95587	78598.613375	2.51024225452	0.99	True
21	17990000	18040000	NA06984	60880	78539.660775	2.35870472076	0.99	False
21	18000000	18050000	NA06984	38531	80405.637838	2.15163109906	0.99	False
21	18010000	18060000	NA06984	25077	77819.745788	2.73329010256	0.99	False
21	18020000	18070000	NA06984	54769	75553.338535	2.67841095568	0.99	False
21	18030000	18080000	NA06984	36922	75415.655167	2.6883544231199994	0.99	False
21	18040000	18090000	NA06984	54064	74793.030042	2.91951845616	0.99	False
21	18050000	18100000	NA06984	93361	72086.946532	3.7529463041999995	0.99	True
21	18060000	18110000	NA06984	123281	71879.291231	3.599189988360001	0.99	True
21	18070000	18120000	NA06984	239509	69459.113308	3.6957098439799996	0.99	True
21	18080000	18130000	NA06984	273155	66636.601436	3.6456599576999995	0.99	True
21	18090000	18140000	NA06984	318042	65819.020301	3.37742476224	0.99	True
21	18100000	18150000	NA06984	331291	63983.627124	2.0858210289	0.99	True
21	18110000	18160000	NA06984	330764	63839.83913	0.32357139564	0.99	True
21	18120000	18170000	NA06984	207900	60396.174845	0.40185734024	0.99	True
21	18130000	18180000	NA06984	173785	59590.03282	0.48624129614	0.99	True
21	18140000	18190000	NA06984	115531	58519.332421	0.55499803192	0.99	True
21	18150000	18200000	NA06984	81033	59100.572488	0.5906029605	0.99	True
21	18160000	18210000	NA06984	39532	62248.724887	0.62956776972	0.99	False
21	18170000	18220000	NA06984	23608	64922.802137	0.71081238276	0.99	False
21	18200000	18250000	NA06984	29247	69395.222288	3.45505252844	0.99	False
21	18210000	18260000	NA06984	41236	71556.985624	3.41607303822	0.99	False
21	18220000	18270000	NA06984	94145	75985.037024	3.30100696106	0.99	True
21	18230000	18280000	NA06984	138274	80309.034025	0.6057447187	0.99	True
21	18240000	18290000	NA06984	109027	82121.701061	1.9388685718	0.99	True
21	18250000	18300000	NA06984	122404	84029.793976	2.11594826784	0.99	True
21	18260000	18310000	NA06984	147231	80898.639468	2.21521059666	0.99	True
21	18270000	18320000	NA06984	141905	75305.301691	2.0735627409	0.99	True
21	18280000	18330000	NA06984	131445	72870.120112	1.99727764432	0.99	True
21	18290000	18340000	NA06984	156839	70515.927624	0.53122419518	0.99	True
21	18300000	18350000	NA06984	166435	69443.750425	0.6803474771	0.99	True
21	18310000	18360000	NA06984	174706	66306.078651	1.05718919684	0.99	True
21	18320000	18370000	NA06984	141741	68451.086192	1.07598988236	0.99	True
21	18330000	18380000	NA06984	130310	68564.437921	1.51957611096	0.99	True
21	18340000	18390000	NA06984	128000	72550.572391	1.66674792248	0.99	True
21	18350000	18400000	NA06984	99578	70881.131247	1.29558765104	0.99	True
21	18360000	18410000	NA06984	74271	73746.512036	0.97824730392	0.99	True
21	18370000	18420000	NA06984	74698	75664.229519	1.3297986175	0.99	False
21	18380000	18430000	NA06984	59960	78071.626417	0.86525345714	0.99	False
21	18390000	18440000	NA06984	75746	75341.248423	0.84940594594	0.99	True
