chrom	start	end	sample	p-value	src_sample	hap_index	S*_start	S*_end	S*_SNP_num	hap_dSNV_num	hap_len	hap_mapped_len	hap_match_num	hap_tot_num	hap_dSNP_per_site_num	hap_S*_match(%)	hap_num_match_ref
21	15760000	15810000	NA06984	1.0	DenisovaPinky	2	15767216	15780217	3	12	13001	13000	0.0	20	0.4875	0.0	4442
21	15930000	15980000	NA06984	0.547137	DenisovaPinky	2	15960639	15970716	3	17	10077	10000	7.0	34	0.5	0.205882	5134
21	15940000	15990000	NA06984	0.547137	DenisovaPinky	2	15960639	15970716	3	17	10077	10000	7.0	34	0.5	0.205882	5134
21	15950000	16000000	NA06984	0.585629	DenisovaPinky	1	15976639	15998545	4	15	21906	21000	6.0	50	0.6	0.12	835
21	15950000	16000000	NA06984	0.547137	DenisovaPinky	2	15960639	15970716	3	17	10077	10000	7.0	34	0.5	0.205882	5134
21	15960000	16010000	NA06984	0.585629	DenisovaPinky	1	15976639	15998545	4	15	21906	21000	6.0	50	0.6	0.12	835
21	16020000	16070000	NA06984	0.454876	DenisovaPinky	2	16045727	16060592	8	28	14865	14000	14.0	52	0.632143	0.269231	1374
21	16030000	16080000	NA06984	0.454876	DenisovaPinky	2	16045727	16060592	8	28	14865	14000	14.0	52	0.632143	0.269231	1374
21	16150000	16200000	NA06984	0.506885	DenisovaPinky	2	16185973	16197836	3	16	11863	11000	8.0	32	0.63125	0.25	17937
21	16160000	16210000	NA06984	0.764706	DenisovaPinky	2	16185973	16206622	4	20	20649	20000	10.0	46	0.635	0.217391	323
21	16170000	16220000	NA06984	0.764706	DenisovaPinky	2	16185973	16206622	4	20	20649	20000	10.0	46	0.635	0.217391	323
21	16260000	16310000	NA06984	0.424465	DenisovaPinky	2	16286449	16299591	2	12	13142	13000	3.0	18	0.458333	0.166667	6123
21	16270000	16320000	NA06984	0.424465	DenisovaPinky	2	16286449	16299591	2	12	13142	13000	3.0	18	0.458333	0.166667	6123
21	16280000	16330000	NA06984	0.674224	DenisovaPinky	1	16300295	16314731	2	15	14436	14000	2.0	19	0.463333	0.105263	5734
21	16280000	16330000	NA06984	0.424465	DenisovaPinky	2	16286449	16299591	2	12	13142	13000	3.0	18	0.458333	0.166667	6123
21	16290000	16340000	NA06984	0.674224	DenisovaPinky	1	16300295	16314731	2	15	14436	14000	2.0	19	0.463333	0.105263	5734
21	16420000	16470000	NA06984	0.271698	DenisovaPinky	1	16447754	16462189	8	23	14435	14000	10.5	42	0.41087	0.25	795
21	16480000	16530000	NA06984	0.235791	DenisovaPinky	1	16483001	16498695	2	11	15694	15000	7.0	41	0.35	0.170732	5806
21	16600000	16650000	NA06984	0.411765	DenisovaPinky	2	16613827	16635672	4	18	21845	21000	4.0	34	0.283333	0.117647	187
21	16610000	16660000	NA06984	0.411765	DenisovaPinky	2	16613827	16635672	4	18	21845	21000	4.0	34	0.283333	0.117647	187
21	16620000	16670000	NA06984	0.497415	DenisovaPinky	2	16622960	16635672	2	14	12712	12000	3.0	25	0.3	0.12	7736
21	16790000	16840000	NA06984	0.507246	DenisovaPinky	1	16815872	16829352	4	21	13480	13000	3.0	31	0.314286	0.096774	828
21	16960000	17010000	NA06984	0.817143	DenisovaPinky	2	16994106	17007152	3	30	13046	13000	3.0	43	0.583333	0.069767	175
21	17000000	17050000	NA06984	0.682864	DenisovaPinky	2	17003102	17013934	3	13	10832	10000	3.0	27	0.484615	0.111111	32166
21	17390000	17440000	NA06984	0.75706	DenisovaPinky	1	17416162	17432845	5	15	16683	16000	2.0	21	0.77	0.095238	2408
21	17390000	17440000	NA06984	0.118156	DenisovaPinky	2	17409483	17426178	7	14	16695	16000	6.5	22	0.428571	0.295455	4511
21	17400000	17450000	NA06984	0.75706	DenisovaPinky	1	17416162	17432845	5	15	16683	16000	2.0	21	0.77	0.095238	2408
21	17400000	17450000	NA06984	0.118156	DenisovaPinky	2	17409483	17426178	7	14	16695	16000	6.5	22	0.428571	0.295455	4511
21	17410000	17460000	NA06984	0.75706	DenisovaPinky	1	17416162	17432845	5	15	16683	16000	2.0	21	0.77	0.095238	2408
21	17490000	17540000	NA06984	0.603043	DenisovaPinky	1	17522305	17535201	5	20	12896	12000	6.0	27	0.6675	0.222222	9268
21	17490000	17540000	NA06984	0.450771	DenisovaPinky	2	17521556	17539526	8	26	17970	17000	6.0	37	0.421154	0.162162	843
21	17500000	17550000	NA06984	0.603043	DenisovaPinky	1	17522305	17535201	5	20	12896	12000	6.0	27	0.6675	0.222222	9268
21	17540000	17590000	NA06984	0.115854	DenisovaPinky	2	17541157	17562121	17	30	20964	20000	14.0	44	0.426667	0.318182	164
21	17570000	17620000	NA06984	0.578241	DenisovaPinky	2	17590732	17604706	5	26	13974	13000	9.0	36	0.769231	0.25	2684
21	17580000	17630000	NA06984	0.339869	DenisovaPinky	1	17610852	17624130	4	17	13278	13000	11.0	31	0.867647	0.354839	612
21	17580000	17630000	NA06984	0.578241	DenisovaPinky	2	17590732	17604706	5	26	13974	13000	9.0	36	0.769231	0.25	2684
21	17590000	17640000	NA06984	0.339869	DenisovaPinky	1	17610852	17624130	4	17	13278	13000	11.0	31	0.867647	0.354839	612
21	17590000	17640000	NA06984	0.578241	DenisovaPinky	2	17590732	17604706	5	26	13974	13000	9.0	36	0.769231	0.25	2684
21	17610000	17660000	NA06984	0.339869	DenisovaPinky	1	17610852	17624130	4	17	13278	13000	11.0	31	0.867647	0.354839	612
21	17660000	17710000	NA06984	0.614242	DenisovaPinky	2	17665452	17676254	10	12	10802	10000	2.0	18	0.404167	0.111111	31836
21	17770000	17820000	NA06984	0.515504	DenisovaPinky	1	17773351	17786964	2	22	13613	13000	6.0	25	0.636364	0.24	3354
21	17990000	18040000	NA06984	0.173675	DenisovaPinky	1	17995486	18017485	5	26	21999	21000	14.0	44	0.580769	0.318182	547
21	18000000	18050000	NA06984	0.13583	DenisovaPinky	1	18002835	18017485	2	18	14650	14000	11.0	27	0.547222	0.407407	6648
21	18030000	18080000	NA06984	0.727466	DenisovaPinky	2	18061418	18078340	5	25	16922	16000	9.0	37	0.778	0.243243	1409
21	18200000	18250000	NA06984	0.539298	DenisovaPinky	1	18230733	18244980	4	16	14247	14000	7.0	23	0.790625	0.304348	1196
21	18200000	18250000	NA06984	0.467794	DenisovaPinky	2	18230733	18244980	4	17	14247	14000	7.0	24	0.752941	0.291667	1242
21	18210000	18260000	NA06984	0.571138	DenisovaPinky	2	18233149	18248872	2	20	15723	15000	7.0	27	0.735	0.259259	2945
21	18870000	18920000	NA06984	0.408339	DenisovaPinky	1	18871455	18891210	8	14	19755	19000	3.0	20	0.45	0.15	1511
21	18950000	19000000	NA06984	0.699029	DenisovaPinky	2	18973620	18998616	6	18	24996	24000	3.0	39	0.269444	0.076923	103
21	19100000	19150000	NA06984	0.825532	DenisovaPinky	2	19121157	19141740	2	19	20583	20000	5.0	43	0.636842	0.116279	235
21	19110000	19160000	NA06984	0.825532	DenisovaPinky	2	19121157	19141740	2	19	20583	20000	5.0	43	0.636842	0.116279	235
21	19120000	19170000	NA06984	0.384778	DenisovaPinky	1	19129071	19145199	3	19	16128	16000	5.0	41	0.55	0.121951	473
21	19120000	19170000	NA06984	0.825532	DenisovaPinky	2	19121157	19141740	2	19	20583	20000	5.0	43	0.636842	0.116279	235
21	19190000	19240000	NA06984	0.452267	DenisovaPinky	1	19222482	19236572	7	20	14090	14000	8.0	29	0.585	0.275862	838
21	19190000	19240000	NA06984	0.452267	DenisovaPinky	2	19222482	19236572	7	20	14090	14000	8.0	29	0.585	0.275862	838
21	19370000	19420000	NA06984	0.305556	DenisovaPinky	1	19397763	19412337	2	28	14574	14000	16.0	46	0.403571	0.347826	288
21	19670000	19720000	NA06984	0.587838	DenisovaPinky	2	19700701	19717989	5	30	17288	17000	9.0	47	0.58	0.191489	148
21	19720000	19770000	NA06984	0.702014	DenisovaPinky	2	19720178	19733098	2	16	12920	12000	5.0	37	0.66875	0.135135	15843
21	19810000	19860000	NA06984	0.671845	DenisovaPinky	2	19810642	19824793	6	23	14151	14000	9.0	45	0.508696	0.2	515
21	20240000	20290000	NA06984	0.46789	DenisovaPinky	2	20245760	20269515	5	23	23755	23000	10.0	34	0.630435	0.294118	109
21	20310000	20360000	NA06984	0.533952	DenisovaPinky	2	20342733	20354082	2	19	11349	11000	9.0	34	0.610526	0.264706	5493
21	20320000	20370000	NA06984	0.533952	DenisovaPinky	2	20342733	20354082	2	19	11349	11000	9.0	34	0.610526	0.264706	5493
21	20330000	20380000	NA06984	0.533952	DenisovaPinky	2	20342733	20354082	2	19	11349	11000	9.0	34	0.610526	0.264706	5493
21	20340000	20390000	NA06984	0.533952	DenisovaPinky	2	20342733	20354082	2	19	11349	11000	9.0	34	0.610526	0.264706	5493
21	20430000	20480000	NA06984	0.840523	DenisovaPinky	1	20466359	20478852	2	14	12493	12000	2.0	42	0.425	0.047619	11312
21	20430000	20480000	NA06984	1.0	DenisovaPinky	2	20445088	20467924	6	24	22836	22000	2.0	94	0.414583	0.021277	130
21	20440000	20490000	NA06984	0.840523	DenisovaPinky	1	20466359	20478852	2	14	12493	12000	2.0	42	0.425	0.047619	11312
21	20440000	20490000	NA06984	1.0	DenisovaPinky	2	20445088	20467924	6	24	22836	22000	2.0	94	0.414583	0.021277	130
21	20450000	20500000	NA06984	0.958828	DenisovaPinky	2	20453989	20467924	4	15	13935	13000	1.0	51	0.42	0.019608	14816
21	20510000	20560000	NA06984	0.637681	DenisovaPinky	2	20530700	20549056	3	23	18356	18000	3.0	26	0.48913	0.115385	207
21	20580000	20630000	NA06984	0.196455	DenisovaPinky	2	20584074	20598416	10	21	14342	14000	7.0	25	0.35	0.28	677
21	20680000	20730000	NA06984	0.383719	DenisovaPinky	2	20703610	20720390	2	16	16780	16000	6.0	26	0.584375	0.230769	6093
21	20860000	20910000	NA06984	0.291528	DenisovaPinky	1	20866660	20879160	4	20	12500	12000	10.0	31	0.495	0.322581	4497
21	20930000	20980000	NA06984	0.612096	DenisovaPinky	2	20935804	20946119	4	12	10315	10000	7.0	47	0.525	0.148936	21312
21	21090000	21140000	NA06984	0.077929	DenisovaPinky	1	21124652	21135299	2	16	10647	10000	10.0	21	0.5	0.47619	15450
21	21090000	21140000	NA06984	0.956032	DenisovaPinky	2	21098201	21116553	7	14	18352	18000	1.0	81	0.45	0.012346	887
21	21100000	21150000	NA06984	0.077929	DenisovaPinky	1	21124652	21135299	2	16	10647	10000	10.0	21	0.5	0.47619	15450
21	21110000	21160000	NA06984	0.077929	DenisovaPinky	1	21124652	21135299	2	16	10647	10000	10.0	21	0.5	0.47619	15450
21	21120000	21170000	NA06984	0.077929	DenisovaPinky	1	21124652	21135299	2	16	10647	10000	10.0	21	0.5	0.47619	15450
21	21330000	21380000	NA06984	0.262082	DenisovaPinky	1	21357365	21370122	3	10	12757	12000	3.0	11	0.61	0.272727	31452
21	21330000	21380000	NA06984	0.262082	DenisovaPinky	2	21357365	21370122	3	10	12757	12000	3.0	11	0.61	0.272727	31452
21	21370000	21420000	NA06984	0.695266	DenisovaPinky	2	21370122	21386237	3	17	16115	16000	6.0	24	0.752941	0.25	338
21	21510000	21560000	NA06984	0.194444	DenisovaPinky	1	21533847	21558609	7	19	24762	24000	7.0	33	0.671053	0.212121	108
21	21680000	21730000	NA06984	0.154309	DenisovaPinky	2	21697254	21711053	4	12	13799	13000	4.0	15	0.379167	0.266667	16279
21	21690000	21740000	NA06984	0.154309	DenisovaPinky	2	21697254	21711053	4	12	13799	13000	4.0	15	0.379167	0.266667	16279
21	21740000	21790000	NA06984	0.614638	DenisovaPinky	1	21776026	21789664	13	19	13638	13000	6.0	33	0.526316	0.181818	6080
21	21750000	21800000	NA06984	0.597181	DenisovaPinky	1	21776026	21791451	15	21	15425	15000	6.0	36	0.528571	0.166667	1703
21	21760000	21810000	NA06984	0.597181	DenisovaPinky	1	21776026	21791451	15	21	15425	15000	6.0	36	0.528571	0.166667	1703
21	21770000	21820000	NA06984	0.597181	DenisovaPinky	1	21776026	21791451	15	21	15425	15000	6.0	36	0.528571	0.166667	1703
21	21850000	21900000	NA06984	0.681683	DenisovaPinky	1	21880933	21891113	2	10	10180	10000	2.0	17	0.71	0.117647	16471
21	21860000	21910000	NA06984	0.681683	DenisovaPinky	1	21880933	21891113	2	10	10180	10000	2.0	17	0.71	0.117647	16471
21	22020000	22070000	NA06984	0.746154	DenisovaPinky	2	22042662	22065178	5	13	22516	22000	2.0	70	0.526923	0.028571	130
21	22030000	22080000	NA06984	0.746154	DenisovaPinky	2	22042662	22065178	5	13	22516	22000	2.0	70	0.526923	0.028571	130
21	22040000	22090000	NA06984	0.746154	DenisovaPinky	2	22042662	22065178	5	13	22516	22000	2.0	70	0.526923	0.028571	130
21	22260000	22310000	NA06984	0.274143	DenisovaPinky	1	22286103	22303424	6	19	17321	17000	6.0	27	0.339474	0.222222	321
21	22270000	22320000	NA06984	0.827068	DenisovaPinky	2	22270003	22292733	6	18	22730	22000	2.0	33	0.394444	0.060606	133
21	22280000	22330000	NA06984	0.704719	DenisovaPinky	2	22280606	22292733	3	13	12127	12000	2.0	24	0.434615	0.083333	7078
21	22290000	22340000	NA06984	0.15	DenisovaPinky	1	22294518	22310780	4	17	16262	16000	6.0	23	0.364706	0.26087	620
21	22430000	22480000	NA06984	0.678571	DenisovaPinky	1	22444203	22456360	2	18	12157	12000	5.5	40	0.772222	0.1375	2044
21	22820000	22870000	NA06984	0.371689	DenisovaPinky	2	22821643	22832441	12	25	10798	10000	11.0	35	0.356	0.314286	1095
21	22870000	22920000	NA06984	0.288889	DenisovaPinky	1	22880062	22895080	8	25	15018	15000	11.0	45	0.56	0.244444	270
21	22880000	22930000	NA06984	0.288889	DenisovaPinky	1	22880062	22895080	8	25	15018	15000	11.0	45	0.56	0.244444	270
21	23070000	23120000	NA06984	0.516129	DenisovaPinky	1	23081495	23094829	4	18	13334	13000	7.0	30	0.583333	0.233333	4030
21	23070000	23120000	NA06984	0.516129	DenisovaPinky	2	23081495	23094829	4	18	13334	13000	7.0	30	0.583333	0.233333	4030
21	23080000	23130000	NA06984	0.516129	DenisovaPinky	1	23081495	23094829	4	18	13334	13000	7.0	30	0.583333	0.233333	4030
21	23080000	23130000	NA06984	0.516129	DenisovaPinky	2	23081495	23094829	4	18	13334	13000	7.0	30	0.583333	0.233333	4030
21	23220000	23270000	NA06984	0.748148	DenisovaPinky	1	23245024	23266669	4	18	21645	21000	4.0	30	0.519444	0.133333	405
21	23220000	23270000	NA06984	0.748148	DenisovaPinky	2	23245024	23266669	4	18	21645	21000	4.0	30	0.519444	0.133333	405
21	23330000	23380000	NA06984	0.667565	DenisovaPinky	1	23359351	23371324	4	27	11973	11000	4.0	32	0.431481	0.125	1113
21	23340000	23390000	NA06984	0.667565	DenisovaPinky	1	23359351	23371324	4	27	11973	11000	4.0	32	0.431481	0.125	1113
21	23350000	23400000	NA06984	0.667565	DenisovaPinky	1	23359351	23371324	4	27	11973	11000	4.0	32	0.431481	0.125	1113
21	23380000	23430000	NA06984	0.875426	DenisovaPinky	2	23392906	23403969	2	12	11063	11000	2.0	30	0.7875	0.066667	4399
21	23390000	23440000	NA06984	0.875426	DenisovaPinky	2	23392906	23403969	2	12	11063	11000	2.0	30	0.7875	0.066667	4399
21	23520000	23570000	NA06984	0.407258	DenisovaPinky	1	23553843	23568266	5	17	14423	14000	3.0	23	0.182353	0.130435	248
21	23530000	23580000	NA06984	0.407258	DenisovaPinky	1	23553843	23568266	5	17	14423	14000	3.0	23	0.182353	0.130435	248
21	23540000	23590000	NA06984	0.407258	DenisovaPinky	1	23553843	23568266	5	17	14423	14000	3.0	23	0.182353	0.130435	248
21	23790000	23840000	NA06984	0.480583	DenisovaPinky	2	23794213	23815779	3	18	21566	21000	6.5	38	0.461111	0.171053	206
21	24590000	24640000	NA06984	0.798658	DenisovaPinky	2	24609476	24629190	2	38	19714	19000	15.0	51	0.738158	0.294118	149
21	24730000	24780000	NA06984	0.789062	DenisovaPinky	1	24737433	24754647	7	10	17214	17000	2.0	43	0.36	0.046512	640
21	24800000	24850000	NA06984	0.293839	DenisovaPinky	2	24836373	24848697	10	25	12324	12000	11.0	30	0.412	0.366667	633
21	24870000	24920000	NA06984	0.046683	DenisovaPinky	2	24871179	24889728	8	25	18549	18000	17.0	30	0.522	0.566667	407
21	25380000	25430000	NA06984	0.743214	DenisovaPinky	1	25419023	25429042	2	18	10019	10000	5.0	54	0.611111	0.092593	3684
21	25390000	25440000	NA06984	0.849955	DenisovaPinky	1	25419023	25433914	6	23	14891	14000	5.0	75	0.543478	0.066667	3319
21	25410000	25460000	NA06984	0.883901	DenisovaPinky	2	25418024	25431714	5	19	13690	13000	4.0	67	0.655263	0.059701	5926
21	25580000	25630000	NA06984	0.560498	DenisovaPinky	2	25594016	25610248	11	21	16232	16000	8.0	37	0.554762	0.216216	562
21	25760000	25810000	NA06984	0.435908	DenisovaPinky	2	25762527	25774481	7	23	11954	11000	11.0	29	0.808696	0.37931	2512
21	25820000	25870000	NA06984	0.610305	DenisovaPinky	2	25851610	25865827	5	13	14217	14000	5.0	43	0.457692	0.116279	3998
21	25830000	25880000	NA06984	0.892681	DenisovaPinky	1	25861996	25878803	2	14	16807	16000	3.0	57	0.603571	0.052632	7091
21	25840000	25890000	NA06984	0.935786	DenisovaPinky	1	25861996	25881653	3	17	19657	19000	3.0	62	0.605882	0.048387	1386
21	25910000	25960000	NA06984	0.614641	DenisovaPinky	2	25923874	25938617	3	23	14743	14000	5.0	27	0.495652	0.185185	2172
21	25920000	25970000	NA06984	0.614641	DenisovaPinky	2	25923874	25938617	3	23	14743	14000	5.0	27	0.495652	0.185185	2172
21	25990000	26040000	NA06984	0.282687	DenisovaPinky	1	26008865	26024482	6	21	15617	15000	10.0	30	0.540476	0.333333	3067
21	25990000	26040000	NA06984	0.259117	DenisovaPinky	2	26008865	26024482	6	20	15617	15000	10.0	29	0.56	0.344828	3647
21	26000000	26050000	NA06984	0.282687	DenisovaPinky	1	26008865	26024482	6	21	15617	15000	10.0	30	0.540476	0.333333	3067
21	26000000	26050000	NA06984	0.259117	DenisovaPinky	2	26008865	26024482	6	20	15617	15000	10.0	29	0.56	0.344828	3647
21	26010000	26060000	NA06984	0.281913	DenisovaPinky	1	26013441	26024482	5	19	11041	11000	9.0	25	0.528947	0.36	2781
21	26010000	26060000	NA06984	0.303287	DenisovaPinky	2	26013441	26024482	5	18	11041	11000	9.0	24	0.55	0.375	3772
21	26040000	26090000	NA06984	0.62799	DenisovaPinky	1	26064583	26082270	3	10	17687	17000	3.0	39	0.415	0.076923	3094
21	26050000	26100000	NA06984	0.62799	DenisovaPinky	1	26064583	26082270	3	10	17687	17000	3.0	39	0.415	0.076923	3094
21	26050000	26100000	NA06984	0.151122	DenisovaPinky	2	26086763	26099911	2	13	13148	13000	6.0	20	0.465385	0.3	5082
21	26060000	26110000	NA06984	0.233871	DenisovaPinky	2	26086763	26106062	7	20	19299	19000	8.0	33	0.4325	0.242424	124
21	26160000	26210000	NA06984	0.807018	DenisovaPinky	2	26184337	26209226	9	19	24889	24000	5.0	78	0.486842	0.064103	114
21	26250000	26300000	NA06984	0.568979	DenisovaPinky	1	26281298	26298078	9	19	16780	16000	7.0	31	0.618421	0.225806	3849
21	26270000	26320000	NA06984	0.44	DenisovaPinky	2	26270254	26292927	10	23	22673	22000	7.0	37	0.580435	0.189189	100
21	26280000	26330000	NA06984	0.666349	DenisovaPinky	2	26280553	26292927	7	17	12374	12000	4.0	25	0.608824	0.16	6294
21	26310000	26360000	NA06984	0.568182	DenisovaPinky	1	26310725	26326499	3	21	15774	15000	7.0	27	0.816667	0.259259	1100
21	26380000	26430000	NA06984	0.071368	DenisovaPinky	1	26416338	26426516	2	11	10178	10000	6.0	13	0.563636	0.461538	22391
21	26390000	26440000	NA06984	0.071368	DenisovaPinky	1	26416338	26426516	2	11	10178	10000	6.0	13	0.563636	0.461538	22391
21	26400000	26450000	NA06984	0.071368	DenisovaPinky	1	26416338	26426516	2	11	10178	10000	6.0	13	0.563636	0.461538	22391
21	26410000	26460000	NA06984	0.071368	DenisovaPinky	1	26416338	26426516	2	11	10178	10000	6.0	13	0.563636	0.461538	22391
21	26480000	26530000	NA06984	0.903614	DenisovaPinky	1	26512463	26529854	8	30	17391	17000	5.0	40	0.483333	0.125	166
21	26590000	26640000	NA06984	0.092061	DenisovaPinky	1	26616968	26636827	3	12	19859	19000	7.0	27	0.395833	0.259259	1499
21	26600000	26650000	NA06984	0.092061	DenisovaPinky	1	26616968	26636827	3	12	19859	19000	7.0	27	0.395833	0.259259	1499
21	26610000	26660000	NA06984	0.092061	DenisovaPinky	1	26616968	26636827	3	12	19859	19000	7.0	27	0.395833	0.259259	1499
21	26730000	26780000	NA06984	0.629485	DenisovaPinky	1	26758994	26775274	2	10	16280	16000	3.0	25	0.69	0.12	1533
21	27020000	27070000	NA06984	0.326425	DenisovaPinky	2	27046719	27065609	3	23	18890	18000	12.0	39	0.254348	0.307692	193
21	27250000	27300000	NA06984	0.7367	DenisovaPinky	2	27260014	27277907	3	25	17893	17000	4.0	31	0.708	0.129032	1109
21	27310000	27360000	NA06984	0.476527	DenisovaPinky	2	27316028	27330738	2	17	14710	14000	10.0	39	0.817647	0.25641	1981
21	27470000	27520000	NA06984	0.670038	DenisovaPinky	2	27501808	27518752	2	19	16944	16000	7.0	37	0.657895	0.189189	5240
21	27500000	27550000	NA06984	0.670038	DenisovaPinky	2	27501808	27518752	2	19	16944	16000	7.0	37	0.657895	0.189189	5240
21	27520000	27570000	NA06984	0.365517	DenisovaPinky	1	27546004	27563004	6	16	17000	17000	7.0	28	0.3625	0.25	145
21	27530000	27580000	NA06984	0.365517	DenisovaPinky	1	27546004	27563004	6	16	17000	17000	7.0	28	0.3625	0.25	145
21	27590000	27640000	NA06984	0.585714	DenisovaPinky	1	27608288	27625640	6	31	17352	17000	14.0	55	0.585484	0.254545	140
21	27600000	27650000	NA06984	0.585714	DenisovaPinky	1	27608288	27625640	6	31	17352	17000	14.0	55	0.585484	0.254545	140
21	27630000	27680000	NA06984	0.518099	DenisovaPinky	2	27658158	27670489	4	13	12331	12000	5.0	26	0.6	0.192308	11299
21	27730000	27780000	NA06984	0.550296	DenisovaPinky	2	27732153	27749876	11	33	17723	17000	10.0	38	0.510606	0.263158	169
21	27750000	27800000	NA06984	0.622412	DenisovaPinky	1	27782592	27793645	10	20	11053	11000	3.0	29	0.3625	0.103448	821
21	27760000	27810000	NA06984	0.622412	DenisovaPinky	1	27782592	27793645	10	20	11053	11000	3.0	29	0.3625	0.103448	821
21	27760000	27810000	NA06984	0.638591	DenisovaPinky	2	27784766	27800821	2	12	16055	16000	3.0	30	0.666667	0.1	653
21	27770000	27820000	NA06984	0.622412	DenisovaPinky	1	27782592	27793645	10	20	11053	11000	3.0	29	0.3625	0.103448	821
21	27770000	27820000	NA06984	0.638591	DenisovaPinky	2	27784766	27800821	2	12	16055	16000	3.0	30	0.666667	0.1	653
21	27780000	27830000	NA06984	0.638591	DenisovaPinky	2	27784766	27800821	2	12	16055	16000	3.0	30	0.666667	0.1	653
21	27880000	27930000	NA06984	0.832718	DenisovaPinky	2	27887854	27904067	4	12	16213	16000	1.0	22	0.525	0.045455	1626
21	27930000	27980000	NA06984	0.840733	DenisovaPinky	1	27964593	27979181	5	10	14588	14000	2.0	38	0.515	0.052632	12118
21	28020000	28070000	NA06984	0.689549	DenisovaPinky	1	28020478	28031767	3	18	11289	11000	6.0	42	0.516667	0.142857	4851
21	28120000	28170000	NA06984	0.400257	DenisovaPinky	1	28150883	28166808	7	17	15925	15000	4.0	22	0.397059	0.181818	6226
21	28120000	28170000	NA06984	0.575472	DenisovaPinky	2	28142910	28162719	2	15	19809	19000	3.0	25	0.456667	0.12	1590
21	28240000	28290000	NA06984	0.840741	DenisovaPinky	1	28276542	28287478	14	34	10936	10000	2.0	37	0.482353	0.054054	270
21	28320000	28370000	NA06984	0.392533	DenisovaPinky	1	28320289	28332351	9	20	12062	12000	7.0	27	0.4325	0.259259	991
21	28360000	28410000	NA06984	0.510038	DenisovaPinky	1	28384892	28402744	4	18	17852	17000	7.5	42	0.583333	0.178571	3686
21	28370000	28420000	NA06984	0.510038	DenisovaPinky	1	28384892	28402744	4	18	17852	17000	7.5	42	0.583333	0.178571	3686
21	28380000	28430000	NA06984	0.510038	DenisovaPinky	1	28384892	28402744	4	18	17852	17000	7.5	42	0.583333	0.178571	3686
21	28480000	28530000	NA06984	0.245231	DenisovaPinky	2	28511912	28524646	6	13	12734	12000	7.0	28	0.388462	0.25	16617
21	28500000	28550000	NA06984	0.768889	DenisovaPinky	1	28506625	28525775	2	10	19150	19000	4.0	37	0.49	0.108108	225
21	28580000	28630000	NA06984	0.803419	DenisovaPinky	1	28612978	28629971	27	38	16993	16000	5.0	51	0.531579	0.098039	234
21	28750000	28800000	NA06984	0.507993	DenisovaPinky	1	28782322	28798619	8	20	16297	16000	6.0	34	0.4475	0.176471	563
21	28830000	28880000	NA06984	1.0	DenisovaPinky	1	28834807	28845190	4	10	10383	10000	0.0	24	0.38	0.0	25857
21	28840000	28890000	NA06984	0.0	DenisovaPinky	2	28846066	28866669	8	22	20603	20000	15.0	28	0.422727	0.535714	259
21	28850000	28900000	NA06984	0.038654	DenisovaPinky	2	28851580	28866669	6	13	15089	15000	8.0	18	0.380769	0.444444	1397
21	28880000	28930000	NA06984	0.915254	DenisovaPinky	1	28910612	28929197	4	19	18585	18000	1.0	31	0.510526	0.032258	1121
