chrom	start	end	sample	p-value	src_sample	hap_index	S*_start	S*_end	S*_SNP_num	hap_dSNV_num	hap_len	hap_mapped_len	hap_match_num	hap_tot_num	hap_dSNP_per_site_num	hap_S*_match(%)	hap_num_match_ref
21	15950000	16000000	NA06984	0.704277	Nean	1	15976639	15998545	4	15	21906	21000	6.0	53	0.6	0.113208	1099
21	15950000	16000000	NA06984	0.576937	Nean	2	15960639	15970716	3	17	10077	10000	7.0	32	0.5	0.21875	5446
21	15960000	16010000	NA06984	0.704277	Nean	1	15976639	15998545	4	15	21906	21000	6.0	53	0.6	0.113208	1099
21	16020000	16070000	NA06984	0.400431	Nean	2	16045727	16060592	8	28	14865	14000	14.0	49	0.632143	0.285714	1391
21	16030000	16080000	NA06984	0.400431	Nean	2	16045727	16060592	8	28	14865	14000	14.0	49	0.632143	0.285714	1391
21	16150000	16200000	NA06984	0.524148	Nean	2	16185973	16197836	3	16	11863	11000	8.0	32	0.63125	0.25	19960
21	16160000	16210000	NA06984	0.536842	Nean	2	16185973	16206622	4	20	20649	20000	10.0	46	0.635	0.217391	570
21	16170000	16220000	NA06984	0.536842	Nean	2	16185973	16206622	4	20	20649	20000	10.0	46	0.635	0.217391	570
21	16190000	16240000	NA06984	0.865385	Nean	2	16197836	16224808	4	22	26972	26000	8.0	44	0.579545	0.181818	104
21	16260000	16310000	NA06984	0.482375	Nean	2	16286449	16299591	2	12	13142	13000	3.0	19	0.458333	0.157895	7915
21	16270000	16320000	NA06984	0.482375	Nean	2	16286449	16299591	2	12	13142	13000	3.0	19	0.458333	0.157895	7915
21	16280000	16330000	NA06984	0.667047	Nean	1	16300295	16314731	2	15	14436	14000	2.0	19	0.463333	0.105263	7013
21	16280000	16330000	NA06984	0.482375	Nean	2	16286449	16299591	2	12	13142	13000	3.0	19	0.458333	0.157895	7915
21	16290000	16340000	NA06984	0.667047	Nean	1	16300295	16314731	2	15	14436	14000	2.0	19	0.463333	0.105263	7013
21	16420000	16470000	NA06984	0.508893	Nean	1	16447754	16462189	8	23	14435	14000	8.0	39	0.41087	0.205128	1012
21	16480000	16530000	NA06984	0.291639	Nean	1	16483001	16498695	2	11	15694	15000	7.0	43	0.35	0.162791	7427
21	16550000	16600000	NA06984	0.899225	Nean	1	16571168	16596139	3	27	24971	24000	6.0	51	0.416667	0.117647	129
21	16580000	16630000	NA06984	0.990196	Nean	1	16596139	16611303	4	42	15164	15000	8.0	46	0.534524	0.173913	102
21	16590000	16640000	NA06984	0.990196	Nean	1	16596139	16611303	4	42	15164	15000	8.0	46	0.534524	0.173913	102
21	16600000	16650000	NA06984	0.45733	Nean	2	16613827	16635672	4	18	21845	21000	4.0	32	0.283333	0.125	457
21	16610000	16660000	NA06984	0.45733	Nean	2	16613827	16635672	4	18	21845	21000	4.0	32	0.283333	0.125	457
21	16620000	16670000	NA06984	0.488739	Nean	2	16622960	16635672	2	14	12712	12000	3.0	24	0.3	0.125	8925
21	16790000	16840000	NA06984	0.653884	Nean	1	16815872	16829352	4	21	13480	13000	3.0	36	0.314286	0.083333	1017
21	16870000	16920000	NA06984	0.113475	Nean	2	16895284	16914861	5	26	19577	19000	12.0	40	0.3	0.3	141
21	16960000	17010000	NA06984	0.683168	Nean	2	16994106	17007152	3	30	13046	13000	3.0	47	0.583333	0.06383	101
21	16970000	17020000	NA06984	0.923664	Nean	2	16994106	17013934	4	38	19828	19000	5.0	60	0.569737	0.083333	131
21	16980000	17030000	NA06984	0.923664	Nean	2	16994106	17013934	4	38	19828	19000	5.0	60	0.569737	0.083333	131
21	16990000	17040000	NA06984	0.923664	Nean	2	16994106	17013934	4	38	19828	19000	5.0	60	0.569737	0.083333	131
21	17000000	17050000	NA06984	0.654887	Nean	2	17003102	17013934	3	13	10832	10000	3.0	25	0.484615	0.12	34748
21	17390000	17440000	NA06984	0.831711	Nean	1	17416162	17432845	5	15	16683	16000	1.0	20	0.77	0.05	3185
21	17390000	17440000	NA06984	0.07777	Nean	2	17409483	17426178	7	14	16695	16000	6.5	18	0.428571	0.361111	5542
21	17400000	17450000	NA06984	0.831711	Nean	1	17416162	17432845	5	15	16683	16000	1.0	20	0.77	0.05	3185
21	17400000	17450000	NA06984	0.07777	Nean	2	17409483	17426178	7	14	16695	16000	6.5	18	0.428571	0.361111	5542
21	17410000	17460000	NA06984	0.831711	Nean	1	17416162	17432845	5	15	16683	16000	1.0	20	0.77	0.05	3185
21	17490000	17540000	NA06984	0.643937	Nean	1	17522305	17535201	5	20	12896	12000	5.0	27	0.6675	0.185185	10720
21	17490000	17540000	NA06984	0.716216	Nean	2	17521556	17539526	8	26	17970	17000	4.0	38	0.421154	0.105263	962
21	17500000	17550000	NA06984	0.643937	Nean	1	17522305	17535201	5	20	12896	12000	5.0	27	0.6675	0.185185	10720
21	17540000	17590000	NA06984	0.107438	Nean	2	17541157	17562121	17	30	20964	20000	13.0	42	0.426667	0.309524	242
21	17570000	17620000	NA06984	0.538575	Nean	2	17590732	17604706	5	26	13974	13000	10.0	35	0.769231	0.285714	2722
21	17580000	17630000	NA06984	0.73854	Nean	1	17610852	17624130	4	17	13278	13000	6.0	33	0.867647	0.181818	589
21	17580000	17630000	NA06984	0.538575	Nean	2	17590732	17604706	5	26	13974	13000	10.0	35	0.769231	0.285714	2722
21	17590000	17640000	NA06984	0.73854	Nean	1	17610852	17624130	4	17	13278	13000	6.0	33	0.867647	0.181818	589
21	17590000	17640000	NA06984	0.538575	Nean	2	17590732	17604706	5	26	13974	13000	10.0	35	0.769231	0.285714	2722
21	17610000	17660000	NA06984	0.73854	Nean	1	17610852	17624130	4	17	13278	13000	6.0	33	0.867647	0.181818	589
21	17660000	17710000	NA06984	0.584188	Nean	2	17665452	17676254	10	12	10802	10000	2.0	17	0.404167	0.117647	34922
21	17770000	17820000	NA06984	0.074556	Nean	1	17773351	17786964	2	22	13613	13000	14.0	25	0.636364	0.56	3997
21	17820000	17870000	NA06984	0.038043	Nean	2	17820807	17845626	5	14	24819	24000	12.0	20	0.392857	0.6	184
21	17990000	18040000	NA06984	0.517117	Nean	1	17995486	18017485	5	26	21999	21000	13.0	58	0.580769	0.224138	555
21	18000000	18050000	NA06984	0.479033	Nean	1	18002835	18017485	2	18	14650	14000	11.0	45	0.547222	0.244444	8275
21	18030000	18080000	NA06984	0.543144	Nean	2	18061418	18078340	5	25	16922	16000	11.0	34	0.778	0.323529	1692
21	18120000	18170000	NA06984	0.963158	Nean	2	18120706	18145697	8	11	24991	24000	1.0	29	0.668182	0.034483	190
21	18200000	18250000	NA06984	0.571429	Nean	1	18230733	18244980	4	16	14247	14000	8.0	27	0.790625	0.296296	1554
21	18200000	18250000	NA06984	0.445011	Nean	2	18230733	18244980	4	17	14247	14000	8.0	28	0.752941	0.285714	1764
21	18210000	18260000	NA06984	0.539993	Nean	2	18233149	18248872	2	20	15723	15000	9.0	29	0.735	0.310345	2813
21	18470000	18520000	NA06984	0.629921	Nean	1	18478694	18497047	3	25	18353	18000	6.0	34	0.7	0.176471	254
21	18470000	18520000	NA06984	0.745223	Nean	2	18478694	18497047	3	26	18353	18000	6.0	35	0.676923	0.171429	157
21	18700000	18750000	NA06984	0.985401	Nean	2	18733480	18746934	2	36	13454	13000	9.0	50	0.718056	0.18	137
21	18710000	18760000	NA06984	0.985401	Nean	2	18733480	18746934	2	36	13454	13000	9.0	50	0.718056	0.18	137
21	18870000	18920000	NA06984	0.603336	Nean	1	18871455	18891210	8	14	19755	19000	2.0	20	0.45	0.1	2158
21	18950000	19000000	NA06984	0.375	Nean	2	18973620	18998616	6	18	24996	24000	4.0	27	0.269444	0.148148	144
21	19100000	19150000	NA06984	0.762069	Nean	2	19121157	19141740	2	19	20583	20000	4.0	30	0.636842	0.133333	580
21	19110000	19160000	NA06984	0.762069	Nean	2	19121157	19141740	2	19	20583	20000	4.0	30	0.636842	0.133333	580
21	19120000	19170000	NA06984	0.513274	Nean	1	19129071	19145199	3	19	16128	16000	5.0	25	0.55	0.2	904
21	19120000	19170000	NA06984	0.762069	Nean	2	19121157	19141740	2	19	20583	20000	4.0	30	0.636842	0.133333	580
21	19190000	19240000	NA06984	0.253998	Nean	1	19222482	19236572	7	20	14090	14000	10.0	28	0.585	0.357143	1063
21	19190000	19240000	NA06984	0.253998	Nean	2	19222482	19236572	7	20	14090	14000	10.0	28	0.585	0.357143	1063
21	19370000	19420000	NA06984	0.221095	Nean	1	19397763	19412337	2	28	14574	14000	16.0	39	0.403571	0.410256	493
21	19670000	19720000	NA06984	0.617021	Nean	2	19700701	19717989	5	30	17288	17000	10.0	51	0.58	0.196078	141
21	19720000	19770000	NA06984	0.464862	Nean	2	19720178	19733098	2	16	12920	12000	9.0	33	0.66875	0.272727	17175
21	19810000	19860000	NA06984	0.644186	Nean	2	19810642	19824793	6	23	14151	14000	6.0	27	0.508696	0.222222	860
21	20240000	20290000	NA06984	0.603175	Nean	2	20245760	20269515	5	23	23755	23000	8.0	47	0.630435	0.170213	252
21	20310000	20360000	NA06984	0.186035	Nean	2	20342733	20354082	2	19	11349	11000	12.0	24	0.610526	0.5	5843
21	20320000	20370000	NA06984	0.186035	Nean	2	20342733	20354082	2	19	11349	11000	12.0	24	0.610526	0.5	5843
21	20330000	20380000	NA06984	0.186035	Nean	2	20342733	20354082	2	19	11349	11000	12.0	24	0.610526	0.5	5843
21	20340000	20390000	NA06984	0.186035	Nean	2	20342733	20354082	2	19	11349	11000	12.0	24	0.610526	0.5	5843
21	20430000	20480000	NA06984	0.530264	Nean	1	20466359	20478852	2	14	12493	12000	3.0	19	0.425	0.157895	13316
21	20430000	20480000	NA06984	0.706731	Nean	2	20445088	20467924	6	24	22836	22000	5.0	30	0.414583	0.166667	208
21	20440000	20490000	NA06984	0.530264	Nean	1	20466359	20478852	2	14	12493	12000	3.0	19	0.425	0.157895	13316
21	20440000	20490000	NA06984	0.706731	Nean	2	20445088	20467924	6	24	22836	22000	5.0	30	0.414583	0.166667	208
21	20450000	20500000	NA06984	0.33195	Nean	2	20453989	20467924	4	15	13935	13000	4.0	18	0.42	0.222222	17346
21	20510000	20560000	NA06984	0.939153	Nean	2	20530700	20549056	3	23	18356	18000	3.0	47	0.48913	0.06383	378
21	20580000	20630000	NA06984	0.385185	Nean	2	20584074	20598416	10	21	14342	14000	8.0	33	0.35	0.242424	945
21	20680000	20730000	NA06984	0.485463	Nean	2	20703610	20720390	2	16	16780	16000	6.0	29	0.584375	0.206897	6604
21	20700000	20750000	NA06984	0.471074	Nean	1	20723551	20743732	5	12	20181	20000	4.0	23	0.516667	0.173913	121
21	20710000	20760000	NA06984	0.691057	Nean	1	20723562	20743732	4	11	20170	20000	4.0	22	0.559091	0.181818	123
21	20710000	20760000	NA06984	0.691057	Nean	2	20723562	20743732	4	11	20170	20000	4.0	22	0.559091	0.181818	123
21	20860000	20910000	NA06984	0.349223	Nean	1	20866660	20879160	4	20	12500	12000	9.0	30	0.495	0.3	4762
21	20930000	20980000	NA06984	0.66408	Nean	2	20935804	20946119	4	12	10315	10000	7.0	55	0.525	0.127273	23071
21	21090000	21140000	NA06984	0.083273	Nean	1	21124652	21135299	2	16	10647	10000	10.0	20	0.5	0.5	16584
21	21090000	21140000	NA06984	0.920325	Nean	2	21098201	21116553	7	14	18352	18000	1.0	86	0.45	0.011628	1230
21	21100000	21150000	NA06984	0.083273	Nean	1	21124652	21135299	2	16	10647	10000	10.0	20	0.5	0.5	16584
21	21110000	21160000	NA06984	0.083273	Nean	1	21124652	21135299	2	16	10647	10000	10.0	20	0.5	0.5	16584
21	21120000	21170000	NA06984	0.083273	Nean	1	21124652	21135299	2	16	10647	10000	10.0	20	0.5	0.5	16584
21	21250000	21300000	NA06984	0.678899	Nean	1	21284735	21296786	9	32	12051	12000	1.0	34	0.753125	0.029412	109
21	21330000	21380000	NA06984	0.142186	Nean	1	21357365	21370122	3	10	12757	12000	4.0	11	0.61	0.363636	34715
21	21330000	21380000	NA06984	0.142186	Nean	2	21357365	21370122	3	10	12757	12000	4.0	11	0.61	0.363636	34715
21	21370000	21420000	NA06984	0.545794	Nean	2	21370122	21386237	3	17	16115	16000	7.0	22	0.752941	0.318182	535
21	21510000	21560000	NA06984	0.573171	Nean	1	21533847	21558609	7	19	24762	24000	7.0	29	0.671053	0.241379	164
21	21680000	21730000	NA06984	0.227662	Nean	2	21697254	21711053	4	12	13799	13000	5.0	21	0.379167	0.238095	17873
21	21690000	21740000	NA06984	0.227662	Nean	2	21697254	21711053	4	12	13799	13000	5.0	21	0.379167	0.238095	17873
21	21740000	21790000	NA06984	0.657331	Nean	1	21776026	21789664	13	19	13638	13000	5.0	31	0.526316	0.16129	6998
21	21750000	21800000	NA06984	0.598021	Nean	1	21776026	21791451	15	21	15425	15000	5.0	33	0.528571	0.151515	2729
21	21760000	21810000	NA06984	0.598021	Nean	1	21776026	21791451	15	21	15425	15000	5.0	33	0.528571	0.151515	2729
21	21770000	21820000	NA06984	0.598021	Nean	1	21776026	21791451	15	21	15425	15000	5.0	33	0.528571	0.151515	2729
21	21850000	21900000	NA06984	0.411806	Nean	1	21880933	21891113	2	10	10180	10000	5.0	17	0.71	0.294118	18516
21	21860000	21910000	NA06984	0.411806	Nean	1	21880933	21891113	2	10	10180	10000	5.0	17	0.71	0.294118	18516
21	22020000	22070000	NA06984	0.902128	Nean	2	22042662	22065178	5	13	22516	22000	3.0	70	0.526923	0.042857	235
21	22030000	22080000	NA06984	0.902128	Nean	2	22042662	22065178	5	13	22516	22000	3.0	70	0.526923	0.042857	235
21	22040000	22090000	NA06984	0.902128	Nean	2	22042662	22065178	5	13	22516	22000	3.0	70	0.526923	0.042857	235
21	22260000	22310000	NA06984	0.90566	Nean	1	22286103	22303424	6	19	17321	17000	1.0	26	0.339474	0.038462	530
21	22270000	22320000	NA06984	0.87251	Nean	2	22270003	22292733	6	18	22730	22000	2.0	46	0.394444	0.043478	251
21	22280000	22330000	NA06984	0.952505	Nean	2	22280606	22292733	3	13	12127	12000	1.0	36	0.434615	0.027778	8864
21	22290000	22340000	NA06984	0.708102	Nean	1	22294518	22310780	4	17	16262	16000	3.0	24	0.364706	0.125	901
21	22430000	22480000	NA06984	0.625051	Nean	1	22444203	22456360	2	18	12157	12000	6.0	28	0.772222	0.214286	2475
21	22820000	22870000	NA06984	0.431316	Nean	2	22821643	22832441	12	25	10798	10000	10.0	37	0.356	0.27027	1041
21	22870000	22920000	NA06984	0.328859	Nean	1	22880062	22895080	8	25	15018	15000	11.0	43	0.56	0.255814	298
21	22880000	22930000	NA06984	0.328859	Nean	1	22880062	22895080	8	25	15018	15000	11.0	43	0.56	0.255814	298
21	23070000	23120000	NA06984	0.722024	Nean	1	23081495	23094829	4	18	13334	13000	3.0	24	0.583333	0.125	5594
21	23070000	23120000	NA06984	0.722024	Nean	2	23081495	23094829	4	18	13334	13000	3.0	24	0.583333	0.125	5594
21	23080000	23130000	NA06984	0.722024	Nean	1	23081495	23094829	4	18	13334	13000	3.0	24	0.583333	0.125	5594
21	23080000	23130000	NA06984	0.722024	Nean	2	23081495	23094829	4	18	13334	13000	3.0	24	0.583333	0.125	5594
21	23220000	23270000	NA06984	0.474427	Nean	1	23245024	23266669	4	18	21645	21000	7.0	33	0.519444	0.212121	567
21	23220000	23270000	NA06984	0.474427	Nean	2	23245024	23266669	4	18	21645	21000	7.0	33	0.519444	0.212121	567
21	23330000	23380000	NA06984	0.587705	Nean	1	23359351	23371324	4	27	11973	11000	7.0	38	0.431481	0.184211	1220
21	23340000	23390000	NA06984	0.587705	Nean	1	23359351	23371324	4	27	11973	11000	7.0	38	0.431481	0.184211	1220
21	23350000	23400000	NA06984	0.587705	Nean	1	23359351	23371324	4	27	11973	11000	7.0	38	0.431481	0.184211	1220
21	23380000	23430000	NA06984	0.866183	Nean	2	23392906	23403969	2	12	11063	11000	1.0	32	0.7875	0.03125	5657
21	23390000	23440000	NA06984	0.866183	Nean	2	23392906	23403969	2	12	11063	11000	1.0	32	0.7875	0.03125	5657
21	23470000	23520000	NA06984	0.0	Nean	1	23486162	23511047	3	21	24885	24000	11.0	29	0.292857	0.37931	100
21	23470000	23520000	NA06984	0.144068	Nean	2	23494637	23513878	2	10	19241	19000	7.0	16	0.795	0.4375	118
21	23480000	23530000	NA06984	0.0	Nean	1	23486162	23511047	3	21	24885	24000	11.0	29	0.292857	0.37931	100
21	23480000	23530000	NA06984	0.144068	Nean	2	23494637	23513878	2	10	19241	19000	7.0	16	0.795	0.4375	118
21	23520000	23570000	NA06984	0.307882	Nean	1	23553843	23568266	5	17	14423	14000	3.0	28	0.182353	0.107143	406
21	23530000	23580000	NA06984	0.307882	Nean	1	23553843	23568266	5	17	14423	14000	3.0	28	0.182353	0.107143	406
21	23540000	23590000	NA06984	0.307882	Nean	1	23553843	23568266	5	17	14423	14000	3.0	28	0.182353	0.107143	406
21	23540000	23590000	NA06984	0.338028	Nean	2	23549633	23575603	4	10	25970	25000	3.0	31	0.465	0.096774	142
21	23700000	23750000	NA06984	0.110294	Nean	1	23722853	23744282	3	21	21429	21000	8.0	34	0.42619	0.235294	136
21	23790000	23840000	NA06984	0.143266	Nean	2	23794213	23815779	3	18	21566	21000	8.0	31	0.461111	0.258065	349
21	24140000	24190000	NA06984	0.030303	Nean	1	24171282	24189081	3	35	17799	17000	22.0	45	0.397143	0.488889	132
21	24150000	24200000	NA06984	0.030303	Nean	1	24171282	24189081	3	35	17799	17000	22.0	45	0.397143	0.488889	132
21	24690000	24740000	NA06984	0.0	Nean	2	24701316	24721563	2	18	20247	20000	9.0	22	0.580556	0.409091	145
21	24700000	24750000	NA06984	0.0	Nean	2	24701316	24721563	2	18	20247	20000	9.0	22	0.580556	0.409091	145
21	24730000	24780000	NA06984	0.587248	Nean	1	24737433	24754647	7	10	17214	17000	2.0	29	0.36	0.068966	894
21	24800000	24850000	NA06984	0.099363	Nean	2	24836373	24848697	10	25	12324	12000	12.0	29	0.412	0.413793	785
21	24870000	24920000	NA06984	0.007952	Nean	2	24871179	24889728	8	25	18549	18000	17.0	29	0.522	0.586207	503
21	25190000	25240000	NA06984	0.612	Nean	1	25218631	25237870	2	20	19239	19000	6.0	37	0.6225	0.162162	250
21	25230000	25280000	NA06984	0.235294	Nean	2	25248237	25269233	5	19	20996	20000	7.0	51	0.168421	0.137255	119
21	25240000	25290000	NA06984	0.235294	Nean	2	25248237	25269233	5	19	20996	20000	7.0	51	0.168421	0.137255	119
21	25380000	25430000	NA06984	0.819931	Nean	1	25419023	25429042	2	18	10019	10000	5.0	52	0.611111	0.096154	4626
21	25390000	25440000	NA06984	0.913996	Nean	1	25419023	25433914	6	23	14891	14000	5.0	77	0.543478	0.064935	3651
21	25410000	25460000	NA06984	0.91485	Nean	2	25418024	25431714	5	19	13690	13000	2.0	70	0.655263	0.028571	6835
21	25430000	25480000	NA06984	0.639053	Nean	1	25433682	25449281	8	40	15599	15000	19.0	84	0.51	0.22619	169
21	25580000	25630000	NA06984	0.604797	Nean	2	25594016	25610248	11	21	16232	16000	7.0	34	0.554762	0.205882	959
21	25750000	25800000	NA06984	0.664336	Nean	1	25762527	25777621	8	28	15094	15000	6.0	31	0.805357	0.193548	143
21	25760000	25810000	NA06984	0.607439	Nean	2	25762527	25774481	7	23	11954	11000	5.0	23	0.808696	0.217391	3495
21	25820000	25870000	NA06984	0.235976	Nean	2	25851610	25865827	5	13	14217	14000	5.0	18	0.457692	0.277778	5437
21	25830000	25880000	NA06984	0.772472	Nean	1	25861996	25878803	2	14	16807	16000	1.0	14	0.603571	0.071429	7999
21	25840000	25890000	NA06984	0.868959	Nean	1	25861996	25881653	3	17	19657	19000	1.0	18	0.605882	0.055556	2007
21	25910000	25960000	NA06984	0.400068	Nean	2	25923874	25938617	3	23	14743	14000	8.0	27	0.495652	0.296296	2922
21	25920000	25970000	NA06984	0.400068	Nean	2	25923874	25938617	3	23	14743	14000	8.0	27	0.495652	0.296296	2922
21	25990000	26040000	NA06984	0.457897	Nean	1	26008865	26024482	6	21	15617	15000	7.0	30	0.540476	0.233333	3824
21	25990000	26040000	NA06984	0.466908	Nean	2	26008865	26024482	6	20	15617	15000	7.0	29	0.56	0.241379	4427
21	26000000	26050000	NA06984	0.457897	Nean	1	26008865	26024482	6	21	15617	15000	7.0	30	0.540476	0.233333	3824
21	26000000	26050000	NA06984	0.466908	Nean	2	26008865	26024482	6	20	15617	15000	7.0	29	0.56	0.241379	4427
21	26010000	26060000	NA06984	0.467742	Nean	1	26013441	26024482	5	19	11041	11000	6.0	24	0.528947	0.25	3410
21	26010000	26060000	NA06984	0.46	Nean	2	26013441	26024482	5	18	11041	11000	6.0	23	0.55	0.26087	4150
21	26040000	26090000	NA06984	0.031001	Nean	1	26064583	26082270	3	10	17687	17000	6.0	17	0.415	0.352941	3516
21	26050000	26100000	NA06984	0.031001	Nean	1	26064583	26082270	3	10	17687	17000	6.0	17	0.415	0.352941	3516
21	26050000	26100000	NA06984	0.109332	Nean	2	26086763	26099911	2	13	13148	13000	7.0	18	0.465385	0.388889	6183
21	26060000	26110000	NA06984	0.08	Nean	2	26086763	26106062	7	20	19299	19000	9.0	29	0.4325	0.310345	225
21	26160000	26210000	NA06984	0.847176	Nean	2	26184337	26209226	9	19	24889	24000	4.0	52	0.486842	0.076923	301
21	26250000	26300000	NA06984	0.585146	Nean	1	26281298	26298078	9	19	16780	16000	5.0	25	0.618421	0.2	4322
21	26270000	26320000	NA06984	0.542289	Nean	2	26270254	26292927	10	23	22673	22000	5.0	30	0.580435	0.166667	201
21	26280000	26330000	NA06984	0.752636	Nean	2	26280553	26292927	7	17	12374	12000	3.0	22	0.608824	0.136364	7018
21	26310000	26360000	NA06984	0.70019	Nean	1	26310725	26326499	3	21	15774	15000	6.0	32	0.816667	0.1875	1581
21	26380000	26430000	NA06984	0.103258	Nean	1	26416338	26426516	2	11	10178	10000	6.0	14	0.563636	0.428571	25073
21	26390000	26440000	NA06984	0.103258	Nean	1	26416338	26426516	2	11	10178	10000	6.0	14	0.563636	0.428571	25073
21	26400000	26450000	NA06984	0.103258	Nean	1	26416338	26426516	2	11	10178	10000	6.0	14	0.563636	0.428571	25073
21	26410000	26460000	NA06984	0.103258	Nean	1	26416338	26426516	2	11	10178	10000	6.0	14	0.563636	0.428571	25073
21	26480000	26530000	NA06984	0.746575	Nean	1	26512463	26529854	8	30	17391	17000	7.0	39	0.483333	0.179487	146
21	26590000	26640000	NA06984	0.052929	Nean	1	26616968	26636827	3	12	19859	19000	7.0	24	0.395833	0.291667	2475
21	26600000	26650000	NA06984	0.052929	Nean	1	26616968	26636827	3	12	19859	19000	7.0	24	0.395833	0.291667	2475
21	26610000	26660000	NA06984	0.052929	Nean	1	26616968	26636827	3	12	19859	19000	7.0	24	0.395833	0.291667	2475
21	26730000	26780000	NA06984	0.549601	Nean	1	26758994	26775274	2	10	16280	16000	3.0	23	0.69	0.130435	1754
21	27020000	27070000	NA06984	0.20059	Nean	2	27046719	27065609	3	23	18890	18000	9.0	31	0.254348	0.290323	339
21	27250000	27300000	NA06984	0.615044	Nean	2	27260014	27277907	3	25	17893	17000	11.0	36	0.708	0.305556	1808
21	27310000	27360000	NA06984	0.64798	Nean	2	27316028	27330738	2	17	14710	14000	3.0	18	0.817647	0.166667	2747
21	27470000	27520000	NA06984	0.638536	Nean	2	27501808	27518752	2	19	16944	16000	4.0	24	0.657895	0.166667	6067
21	27500000	27550000	NA06984	0.638536	Nean	2	27501808	27518752	2	19	16944	16000	4.0	24	0.657895	0.166667	6067
21	27520000	27570000	NA06984	0.345382	Nean	1	27546004	27563004	6	16	17000	17000	6.0	31	0.3625	0.193548	249
21	27530000	27580000	NA06984	0.345382	Nean	1	27546004	27563004	6	16	17000	17000	6.0	31	0.3625	0.193548	249
21	27630000	27680000	NA06984	0.098456	Nean	2	27658158	27670489	4	13	12331	12000	7.0	16	0.6	0.4375	12950
21	27730000	27780000	NA06984	0.886275	Nean	2	27732153	27749876	11	33	17723	17000	4.0	41	0.510606	0.097561	255
21	27750000	27800000	NA06984	0.465409	Nean	1	27782592	27793645	10	20	11053	11000	5.0	27	0.3625	0.185185	1272
21	27760000	27810000	NA06984	0.465409	Nean	1	27782592	27793645	10	20	11053	11000	5.0	27	0.3625	0.185185	1272
21	27760000	27810000	NA06984	0.687552	Nean	2	27784766	27800821	2	12	16055	16000	2.0	25	0.666667	0.08	1213
21	27770000	27820000	NA06984	0.465409	Nean	1	27782592	27793645	10	20	11053	11000	5.0	27	0.3625	0.185185	1272
21	27770000	27820000	NA06984	0.687552	Nean	2	27784766	27800821	2	12	16055	16000	2.0	25	0.666667	0.08	1213
21	27780000	27830000	NA06984	0.687552	Nean	2	27784766	27800821	2	12	16055	16000	2.0	25	0.666667	0.08	1213
