chrom	start	end	sample	p-value	src_sample	hap_index	hap_S*_start	hap_S*_end	hap_S*_SNP_num	hap_SNV_num	hap_len	hap_mapped_len	hap_match_num	hap_tot_num	sfs	hap_S*_match(%)	hap_num_match_ref
ms100	NA	NA	42	0.400776794599	src1	2	NA	NA	7	NA	48570	48000	27	47	108	0.106382978723	186921
ms100	NA	NA	43	0.0227777092837	src1	2	NA	NA	24	NA	48595	48000	36	65	108	0.269230769231	259551
ms100	NA	NA	44	0.0864734251226	src1	1	NA	NA	13	NA	43669	43000	41	69	216	0.202898550725	1100418
ms100	NA	NA	45	0.0528014922161	src1	2	NA	NA	22	NA	49139	49000	51	85	216	0.223529411765	167267
ms100	NA	NA	46	0.269881285412	src1	2	NA	NA	7	NA	32025	32000	17	42	108	0.130952380952	1041657
ms100	NA	NA	47	0.0479034307497	src1	2	NA	NA	32	NA	49585	49000	45	83	108	0.222891566265	47219
ms100	NA	NA	48	0.0768222086191	src1	2	NA	NA	28	NA	46095	46000	44	63	108	0.206349206349	965462
ms100	NA	NA	49	0.00708045574228	src1	2	NA	NA	8	NA	20185	20000	21	28	108	0.428571428571	2054669
ms100	NA	NA	50	0.541321304293	src1	1	NA	NA	7	NA	41095	41000	41	70	216	0.0857142857143	1174490
ms100	NA	NA	51	0.541321304293	src1	2	NA	NA	7	NA	41095	41000	41	70	216	0.0857142857143	1174490
ms100	NA	NA	52	0.00196144961352	src1	2	NA	NA	24	NA	42690	42000	25	37	108	0.405405405405	860587
ms1000	NA	NA	53	0.0232065344389	src1	2	NA	NA	34	NA	24260	24000	38	53	108	0.377358490566	564883
ms1000	NA	NA	54	0.265463454877	src1	1	NA	NA	19	NA	48125	48000	53	89	216	0.140449438202	523653
ms1000	NA	NA	55	0.277277708279	src1	2	NA	NA	20	NA	48125	48000	54	90	216	0.138888888889	515594
ms1000	NA	NA	56	0.467818701484	src1	1	NA	NA	4	NA	25630	25000	35	67	216	0.111940298507	973002
ms1000	NA	NA	57	0.435828323011	src1	2	NA	NA	4	NA	47605	47000	60	114	216	0.114035087719	530903
ms1000	NA	NA	58	0.25795273645	src1	2	NA	NA	10	NA	34525	34000	35	62	108	0.145161290323	1343656
ms1000	NA	NA	59	0.0245450731146	src1	2	NA	NA	30	NA	49280	49000	54	97	108	0.268041237113	128701
ms1000	NA	NA	60	0.197424472759	src1	2	NA	NA	13	NA	44670	44000	54	96	108	0.166666666667	838041
ms1000	NA	NA	61	0.0479696404146	src1	2	NA	NA	39	NA	46050	46000	43	89	108	0.230337078652	962858
ms1000	NA	NA	62	0.0445152969243	src1	1	NA	NA	20	NA	44715	44000	30	54	108	0.240740740741	845888
ms1000	NA	NA	63	0.00456386527425	src1	2	NA	NA	19	NA	36925	36000	30	51	108	0.372549019608	1248283
ms1000	NA	NA	64	0.508949837881	src1	1	NA	NA	6	NA	44685	44000	27	70	108	0.0857142857143	780907
ms1000	NA	NA	65	0.074514411019	src1	1	NA	NA	15	NA	24780	24000	23	35	108	0.242857142857	1836892
ms1000	NA	NA	66	0.0695878268425	src1	2	NA	NA	20	NA	20940	20000	26	41	216	0.280487804878	1549178
ms1000	NA	NA	67	0.000458195949417	src1	2	NA	NA	36	NA	35515	35000	39	57	108	0.473684210526	1224366
ms1000	NA	NA	68	0.0965515886271	src1	1	NA	NA	8	NA	42385	42000	48	85	216	0.205882352941	1017859
ms1000	NA	NA	69	0.0891693375765	src1	2	NA	NA	16	NA	44855	44000	53	93	216	0.209677419355	879225
ms1000	NA	NA	70	0.0137270784665	src1	2	NA	NA	5	NA	48120	48000	52	90	216	0.288888888889	532086
ms1000	NA	NA	71	0.237356076837	src1	1	NA	NA	7	NA	41945	41000	45	80	108	0.15	1100152
ms1000	NA	NA	72	0.0736225485163	src1	1	NA	NA	25	NA	44305	44000	34	55	108	0.209090909091	973899
ms1000	NA	NA	73	0.0707547708557	src1	2	NA	NA	0	NA	35855	35000	23	35	108	0.228571428571	1138212
ms1000	NA	NA	74	0.830492663387	src1	1	NA	NA	2	NA	38510	38000	21	38	216	0.0263157894737	918679
ms1000	NA	NA	75	0.830492663387	src1	2	NA	NA	2	NA	38510	38000	21	38	216	0.0263157894737	918679
ms101	NA	NA	76	0.308553306303	src1	2	NA	NA	6	NA	17570	17000	19	46	216	0.141304347826	2239706
ms101	NA	NA	77	0.393042838878	src1	2	NA	NA	4	NA	18980	18000	17	43	216	0.104651162791	2306572
ms101	NA	NA	78	0.0028772825985	src1	2	NA	NA	24	NA	31940	31000	24	35	108	0.428571428571	1386029
ms101	NA	NA	79	0.0145485831645	src1	1	NA	NA	28	NA	42745	42000	35	57	216	0.298245614035	1080929
ms101	NA	NA	80	0.00327753716493	src1	2	NA	NA	8	NA	21560	21000	43	53	108	0.566037735849	111058
ms101	NA	NA	81	0.000659485897096	src1	2	NA	NA	19	NA	46735	46000	56	83	216	0.44578313253	743002
ms101	NA	NA	82	0.0156836337914	src1	1	NA	NA	24	NA	48095	48000	41	75	108	0.28	500457
ms101	NA	NA	83	0.100686487376	src1	2	NA	NA	15	NA	41335	41000	28	45	108	0.2	996667
ms102	NA	NA	84	0.140302931816	src1	2	NA	NA	13	NA	45055	45000	38	61	108	0.172131147541	993820
ms102	NA	NA	85	0.0548848057275	src1	2	NA	NA	4	NA	49090	49000	56	103	108	0.233009708738	172360
ms102	NA	NA	86	0.125342986396	src1	2	NA	NA	26	NA	39550	39000	35	68	108	0.183823529412	1216884
ms102	NA	NA	87	0.516317740635	src1	1	NA	NA	18	NA	35590	35000	32	83	108	0.0843373493976	1343598
ms102	NA	NA	88	0.000245495792308	src1	1	NA	NA	16	NA	35195	35000	29	36	216	0.527777777778	1327924
ms102	NA	NA	89	0.00192682091633	src1	2	NA	NA	14	NA	34370	34000	35	43	216	0.418604651163	1346258
ms102	NA	NA	90	0.00385565433942	src1	1	NA	NA	36	NA	46065	46000	49	82	216	0.34756097561	940436
ms102	NA	NA	91	0.00385565433942	src1	2	NA	NA	36	NA	46065	46000	49	82	216	0.34756097561	940436
ms102	NA	NA	92	0.0184999829111	src1	2	NA	NA	36	NA	48580	48000	65	95	108	0.294736842105	204810
ms103	NA	NA	93	0.444125565333	src1	1	NA	NA	2	NA	35000	35000	26	52	216	0.0961538461538	1271815
ms103	NA	NA	94	0.444125565333	src1	2	NA	NA	2	NA	35000	35000	26	52	216	0.0961538461538	1271815
ms103	NA	NA	95	0.0329934403687	src1	2	NA	NA	17	NA	47000	47000	37	65	216	0.246153846154	737388
ms103	NA	NA	96	0.252211032449	src1	1	NA	NA	12	NA	36705	36000	28	61	216	0.139344262295	1219565
ms103	NA	NA	97	0.252211032449	src1	2	NA	NA	12	NA	36705	36000	28	61	216	0.139344262295	1219565
ms103	NA	NA	98	0.00349823710886	src1	1	NA	NA	42	NA	34030	34000	55	73	108	0.438356164384	254127
ms103	NA	NA	99	0.0430490255974	src1	2	NA	NA	10	NA	45820	45000	27	49	108	0.244897959184	677645
ms103	NA	NA	100	0.000511135586861	src1	2	NA	NA	46	NA	42940	42000	46	63	108	0.444444444444	1074078
ms104	NA	NA	101	0.149425508507	src1	1	NA	NA	0	NA	24320	24000	38	55	108	0.236363636364	571722
ms104	NA	NA	102	0.000406697139902	src1	1	NA	NA	38	NA	25545	25000	38	49	216	0.591836734694	688472
ms104	NA	NA	103	0.00052957336246	src1	2	NA	NA	39	NA	25545	25000	39	50	216	0.58	604259
ms104	NA	NA	104	0.048877157494	src1	1	NA	NA	25	NA	45435	45000	49	90	108	0.233333333333	972887
ms104	NA	NA	105	0.0413699814837	src1	1	NA	NA	13	NA	22805	22000	29	46	216	0.315217391304	1352864
ms104	NA	NA	106	0.333152994673	src1	2	NA	NA	5	NA	44385	44000	59	105	108	0.138095238095	602569
ms104	NA	NA	107	0.0191861637757	src1	2	NA	NA	46	NA	39430	39000	62	89	108	0.331460674157	237983
ms104	NA	NA	108	0.0109266560793	src1	1	NA	NA	14	NA	43390	43000	32	54	216	0.314814814815	983557
ms105	NA	NA	109	0.00191023717326	src1	2	NA	NA	13	NA	19830	19000	17	23	108	0.521739130435	2237941
ms105	NA	NA	110	0.252344732437	src1	1	NA	NA	21	NA	47425	47000	57	94	108	0.148936170213	638558
ms105	NA	NA	111	0.000605132605085	src1	2	NA	NA	19	NA	46415	46000	48	62	108	0.435483870968	925416
ms105	NA	NA	112	0.146554118768	src1	2	NA	NA	17	NA	42575	42000	40	69	108	0.173913043478	1141202
ms105	NA	NA	113	0.0917069792477	src1	2	NA	NA	27	NA	48710	48000	55	111	108	0.202702702703	291678
ms105	NA	NA	114	0.17637212805	src1	1	NA	NA	8	NA	21095	21000	21	27	216	0.185185185185	2039641
ms105	NA	NA	115	0.17637212805	src1	2	NA	NA	8	NA	21095	21000	21	27	216	0.185185185185	2039641
ms105	NA	NA	116	0.00615652657702	src1	2	NA	NA	46	NA	46830	46000	65	104	108	0.346153846154	409808
ms105	NA	NA	117	0.00561001365916	src1	2	NA	NA	29	NA	41820	41000	47	78	108	0.346153846154	1045451
ms105	NA	NA	118	0.0034646336779	src1	1	NA	NA	0	NA	23075	23000	27	32	108	0.46875	1585448
ms105	NA	NA	119	0.871679092932	src1	2	NA	NA	0	NA	45410	45000	41	94	108	0.031914893617	1001909
ms105	NA	NA	120	0.012162900944	src1	1	NA	NA	15	NA	34935	34000	36	55	108	0.327272727273	1313337
ms105	NA	NA	121	0.000743858155929	src1	1	NA	NA	28	NA	42395	42000	41	48	108	0.4375	1146723
ms105	NA	NA	122	0.00256484166809	src1	1	NA	NA	51	NA	47720	47000	60	81	108	0.382716049383	509972
ms105	NA	NA	123	0.0195846052903	src1	1	NA	NA	11	NA	25900	25000	15	24	216	0.333333333333	1368625
ms105	NA	NA	124	0.120350027283	src1	2	NA	NA	17	NA	38890	38000	25	42	108	0.190476190476	1039118
ms106	NA	NA	125	0.00388088342699	src1	1	NA	NA	47	NA	37785	37000	47	67	108	0.388059701493	907782
ms106	NA	NA	126	0.00473705212338	src1	2	NA	NA	18	NA	37785	37000	33	52	108	0.365384615385	1265554
ms106	NA	NA	127	0.0423851203947	src1	1	NA	NA	28	NA	45615	45000	48	88	216	0.238636363636	981853
ms106	NA	NA	128	0.0388498727122	src1	2	NA	NA	28	NA	45615	45000	47	87	216	0.241379310345	996167
ms106	NA	NA	129	0.0790822411095	src1	2	NA	NA	23	NA	27245	27000	42	72	108	0.277777777778	515690
ms106	NA	NA	130	0.159942183329	src1	2	NA	NA	10	NA	22530	22000	21	37	108	0.189189189189	1987661
ms106	NA	NA	131	0.000417425303944	src1	2	NA	NA	12	NA	46210	46000	22	31	108	0.41935483871	476731
ms106	NA	NA	132	0.0340865964775	src1	2	NA	NA	12	NA	36535	36000	19	34	108	0.264705882353	909066
ms106	NA	NA	133	0.000534606500259	src1	1	NA	NA	33	NA	39215	39000	53	75	108	0.48	647204
ms106	NA	NA	134	0.0110852268792	src1	1	NA	NA	39	NA	33340	33000	41	58	216	0.344827586207	1039671
ms106	NA	NA	135	0.00947529745439	src1	2	NA	NA	38	NA	33340	33000	40	57	216	0.350877192982	1100756
ms106	NA	NA	136	0.051292116454	src1	1	NA	NA	9	NA	41800	41000	48	70	216	0.242857142857	1008809
ms106	NA	NA	137	0.0463241831492	src1	2	NA	NA	9	NA	41800	41000	47	69	216	0.246376811594	1044896
ms106	NA	NA	138	0.427855645363	src1	2	NA	NA	10	NA	35570	35000	45	77	216	0.116883116883	910091
ms106	NA	NA	139	0.00254120889708	src1	2	NA	NA	12	NA	36315	36000	31	45	108	0.4	1297413
ms106	NA	NA	140	0.0514756631286	src1	2	NA	NA	13	NA	40225	40000	31	51	108	0.235294117647	1117090
ms107	NA	NA	141	0.466653321684	src1	2	NA	NA	7	NA	45480	45000	19	36	108	0.0833333333333	369676
ms107	NA	NA	142	0.081248025526	src1	1	NA	NA	1	NA	32350	32000	21	29	108	0.224137931034	1266159
ms107	NA	NA	143	0.0326470577038	src1	1	NA	NA	17	NA	44290	44000	26	42	108	0.261904761905	787972
ms107	NA	NA	144	0.000118724876968	src1	1	NA	NA	40	NA	33810	33000	40	48	108	0.604166666667	1120236
ms107	NA	NA	145	0.0113983564646	src1	1	NA	NA	29	NA	46860	46000	40	64	216	0.296875	813976
ms107	NA	NA	146	0.130816574185	src1	1	NA	NA	10	NA	40960	40000	48	83	216	0.192771084337	987221
ms107	NA	NA	147	0.11456024487	src1	2	NA	NA	10	NA	40960	40000	46	81	216	0.197530864198	1061135
ms107	NA	NA	148	0.370999086241	src1	2	NA	NA	6	NA	48975	48000	36	76	108	0.111842105263	155401
ms107	NA	NA	149	0.0253227011849	src1	1	NA	NA	26	NA	48755	48000	46	67	108	0.253731343284	275641
ms107	NA	NA	150	0.0165027376359	src1	1	NA	NA	30	NA	46705	46000	50	73	108	0.280821917808	871006
ms107	NA	NA	151	0.078268210175	src1	2	NA	NA	24	NA	33935	33000	45	73	216	0.246575342466	813816
ms107	NA	NA	152	0.162054100287	src1	1	NA	NA	8	NA	40785	40000	47	84	216	0.178571428571	1017184
ms107	NA	NA	153	0.0628966207803	src1	2	NA	NA	12	NA	39620	39000	48	71	216	0.239436619718	934771
ms107	NA	NA	154	0.00331923054201	src1	1	NA	NA	36	NA	42495	42000	45	71	108	0.366197183099	1100254
ms107	NA	NA	155	0.601338728716	src1	1	NA	NA	0	NA	26700	26000	32	59	108	0.0762711864407	1337686
ms107	NA	NA	156	0.000144694030785	src1	2	NA	NA	58	NA	47935	47000	58	79	108	0.53164556962	511423
ms107	NA	NA	157	0.216652105059	src1	2	NA	NA	38	NA	44435	44000	46	99	108	0.151515151515	1056430
ms108	NA	NA	158	0.0108514120381	src1	2	NA	NA	27	NA	36470	36000	49	63	108	0.349206349206	716127
ms108	NA	NA	159	0.170780706992	src1	1	NA	NA	7	NA	44175	44000	25	54	108	0.166666666667	772030
ms108	NA	NA	160	0.000799087078061	src1	1	NA	NA	18	NA	32830	32000	18	23	108	0.478260869565	1069970
ms108	NA	NA	161	0.00334513970878	src1	2	NA	NA	28	NA	48480	48000	78	108	108	0.398148148148	50819
ms108	NA	NA	162	0.00764030239703	src1	1	NA	NA	26	NA	45870	45000	36	57	108	0.315789473684	883341
ms108	NA	NA	163	0.0898819002801	src1	2	NA	NA	16	NA	26895	26000	16	34	108	0.220588235294	1370197
ms108	NA	NA	164	0.0113121501969	src1	2	NA	NA	25	NA	49345	49000	45	67	216	0.283582089552	101306
ms108	NA	NA	165	0.538830646379	src1	1	NA	NA	4	NA	36350	36000	52	87	108	0.103448275862	529967
ms108	NA	NA	166	0.153350708124	src1	1	NA	NA	14	NA	29215	29000	35	58	108	0.198275862069	1237424
ms108	NA	NA	167	0.00518772896006	src1	2	NA	NA	43	NA	48365	48000	43	80	108	0.325	410005
ms108	NA	NA	168	0.00319265890574	src1	1	NA	NA	25	NA	39745	39000	31	47	108	0.382978723404	1137922
ms108	NA	NA	169	0.0201644138803	src1	1	NA	NA	30	NA	41740	41000	56	94	108	0.303191489362	632549
ms108	NA	NA	170	0.370333623912	src1	1	NA	NA	3	NA	40530	40000	33	63	108	0.111111111111	1145990
ms108	NA	NA	171	0.0262239505434	src1	1	NA	NA	10	NA	48380	48000	31	66	216	0.265151515152	270782
ms108	NA	NA	172	0.155875988115	src1	2	NA	NA	20	NA	41955	41000	51	92	108	0.184782608696	891849
ms108	NA	NA	173	0.00119132848512	src1	1	NA	NA	21	NA	29065	29000	25	33	108	0.484848484848	1592339
ms109	NA	NA	174	0.0159942405124	src1	2	NA	NA	14	NA	18855	18000	19	26	108	0.384615384615	2229364
ms109	NA	NA	175	0.000588905160616	src1	1	NA	NA	33	NA	46230	46000	39	56	216	0.428571428571	896578
ms109	NA	NA	176	0.00630989122771	src1	2	NA	NA	43	NA	30320	30000	43	63	108	0.412698412698	692087
ms109	NA	NA	177	0.000867134736629	src1	1	NA	NA	25	NA	45015	45000	60	94	108	0.425531914894	583530
ms109	NA	NA	178	0.0821475629549	src1	1	NA	NA	5	NA	38255	38000	20	33	108	0.212121212121	884164
ms109	NA	NA	179	0.00173528947784	src1	1	NA	NA	79	NA	49080	49000	86	121	108	0.429752066116	6338
ms109	NA	NA	180	0.00631793496922	src1	2	NA	NA	33	NA	48515	48000	55	92	108	0.33152173913	364042
ms109	NA	NA	181	0.0238337172778	src1	2	NA	NA	21	NA	32700	32000	24	47	108	0.297872340426	1337432
ms109	NA	NA	182	0.3971011663	src1	2	NA	NA	6	NA	44505	44000	25	47	108	0.106382978723	747748
ms109	NA	NA	183	0.0192936691273	src1	1	NA	NA	11	NA	47965	47000	39	66	216	0.272727272727	522502
ms109	NA	NA	184	0.0208118816314	src1	2	NA	NA	11	NA	47965	47000	40	67	216	0.268656716418	536087
ms109	NA	NA	185	0.0420229429954	src1	2	NA	NA	13	NA	45620	45000	41	63	108	0.238095238095	986008
ms109	NA	NA	186	0.287575132639	src1	1	NA	NA	3	NA	46760	46000	30	47	108	0.127659574468	624062
ms109	NA	NA	187	0.299096554519	src1	2	NA	NA	14	NA	38165	38000	41	74	108	0.135135135135	1181808
ms109	NA	NA	188	0.0350732664474	src1	1	NA	NA	25	NA	42120	42000	43	84	216	0.255952380952	1134966
ms109	NA	NA	189	0.0412992879308	src1	2	NA	NA	27	NA	42120	42000	45	86	216	0.25	1101156
ms109	NA	NA	190	0.0518604019736	src1	1	NA	NA	18	NA	27250	27000	18	36	216	0.263888888889	1495321
ms109	NA	NA	191	0.312440486973	src1	1	NA	NA	7	NA	45885	45000	35	57	108	0.122807017544	861155
ms109	NA	NA	192	0.0311606659384	src1	1	NA	NA	27	NA	41845	41000	54	86	108	0.279069767442	740548
ms109	NA	NA	193	0.0505026301503	src1	2	NA	NA	7	NA	46610	46000	69	119	108	0.260504201681	267094
ms11	NA	NA	194	0.954320490118	src1	1	NA	NA	0	NA	35975	35000	39	83	108	0.0120481927711	1228274
ms11	NA	NA	195	0.000239656900493	src1	2	NA	NA	27	NA	44420	44000	42	62	108	0.475806451613	1076538
ms11	NA	NA	196	0.0483553472	src1	2	NA	NA	9	NA	23460	23000	12	21	108	0.261904761905	1232934
ms11	NA	NA	197	0.198097576397	src1	1	NA	NA	1	NA	26190	26000	23	42	216	0.166666666667	1758703
ms11	NA	NA	198	0.198097576397	src1	2	NA	NA	1	NA	26190	26000	23	42	216	0.166666666667	1758703
ms11	NA	NA	199	0.0147785847341	src1	2	NA	NA	26	NA	44985	44000	37	69	108	0.289855072464	986697
ms11	NA	NA	200	0.000153462598534	src1	2	NA	NA	33	NA	42305	42000	42	52	108	0.519230769231	1140342
ms11	NA	NA	201	0.082773654968	src1	2	NA	NA	24	NA	47370	47000	54	96	108	0.208333333333	720651
ms11	NA	NA	202	0.00529277400728	src1	1	NA	NA	23	NA	16860	16000	23	33	108	0.515151515152	1522641
ms11	NA	NA	203	0.0342924800336	src1	1	NA	NA	0	NA	40435	40000	14	19	108	0.210526315789	228883
ms11	NA	NA	204	0.0100262286681	src1	2	NA	NA	28	NA	39765	39000	41	59	108	0.322033898305	1186487
ms11	NA	NA	205	0.109547235684	src1	1	NA	NA	3	NA	35800	35000	21	38	108	0.197368421053	1064946
ms11	NA	NA	206	0.00293588694638	src1	1	NA	NA	30	NA	43315	43000	48	71	108	0.366197183099	1024221
ms11	NA	NA	207	0.190374225913	src1	1	NA	NA	0	NA	27910	27000	23	42	108	0.166666666667	1640158
ms11	NA	NA	208	0.198402252684	src1	1	NA	NA	3	NA	28960	28000	23	50	108	0.16	1558318
ms110	NA	NA	209	0.00589020008589	src1	1	NA	NA	16	NA	39235	39000	35	49	108	0.34693877551	1227122
ms110	NA	NA	210	0.264999155576	src1	2	NA	NA	6	NA	27255	27000	23	61	108	0.139344262295	1693461
ms110	NA	NA	211	0.000689265105181	src1	2	NA	NA	32	NA	41915	41000	45	61	216	0.44262295082	1099721
ms110	NA	NA	212	0.00096370215051	src1	1	NA	NA	26	NA	36415	36000	29	43	216	0.441860465116	1251423
ms110	NA	NA	213	0.00312450352169	src1	2	NA	NA	18	NA	48555	48000	47	67	216	0.34328358209	358776
ms110	NA	NA	214	0.0674634069103	src1	1	NA	NA	11	NA	18145	18000	12	19	216	0.263157894737	2128338
ms110	NA	NA	215	0.279133932897	src1	2	NA	NA	21	NA	48255	48000	69	149	108	0.157718120805	189915
ms110	NA	NA	216	0.0743969077686	src1	1	NA	NA	20	NA	40470	40000	35	56	108	0.214285714286	1185680
ms110	NA	NA	217	0.0244263739557	src1	1	NA	NA	16	NA	18060	18000	19	25	108	0.36	2242575
ms110	NA	NA	218	0.204986111706	src1	1	NA	NA	10	NA	41510	41000	33	63	216	0.150793650794	1096966
ms110	NA	NA	219	0.204986111706	src1	2	NA	NA	10	NA	41510	41000	33	63	216	0.150793650794	1096966
ms110	NA	NA	220	0.00205697778663	src1	1	NA	NA	16	NA	48385	48000	43	64	108	0.359375	401559
ms110	NA	NA	221	0.120443859852	src1	2	NA	NA	25	NA	46820	46000	42	72	108	0.180555555556	846933
ms110	NA	NA	222	0.00101441297097	src1	1	NA	NA	33	NA	31615	31000	33	49	108	0.459183673469	1420525
ms110	NA	NA	223	0.17719258698	src1	1	NA	NA	8	NA	14685	14000	24	41	216	0.243902439024	958205
ms110	NA	NA	224	0.383660264351	src1	1	NA	NA	14	NA	44335	44000	28	46	108	0.108695652174	831469
ms110	NA	NA	225	0.115247907761	src1	1	NA	NA	17	NA	44235	44000	33	70	108	0.185714285714	955435
ms110	NA	NA	226	0.0704990997188	src1	1	NA	NA	24	NA	48185	48000	54	93	108	0.215053763441	494289
ms110	NA	NA	227	0.253892692451	src1	1	NA	NA	12	NA	44070	44000	25	43	108	0.139534883721	778509
ms111	NA	NA	228	0.000524400024678	src1	2	NA	NA	40	NA	44170	44000	67	92	108	0.467391304348	259343
ms111	NA	NA	229	0.0351576609721	src1	1	NA	NA	35	NA	38000	38000	50	78	108	0.282051282051	747489
ms111	NA	NA	230	0.701989035076	src1	1	NA	NA	0	NA	44465	44000	64	116	108	0.0775862068966	380485
ms111	NA	NA	231	0.0589763415918	src1	2	NA	NA	10	NA	46420	46000	44	73	108	0.219178082192	931169
ms111	NA	NA	232	0.636811674801	src1	2	NA	NA	0	NA	29140	29000	50	86	216	0.093023255814	208585
ms111	NA	NA	233	0.432247443639	src1	1	NA	NA	12	NA	25525	25000	30	54	108	0.111111111111	1448151
ms111	NA	NA	234	0.00874965802306	src1	1	NA	NA	35	NA	45675	45000	55	90	108	0.322222222222	807802
ms111	NA	NA	235	0.0502042034091	src1	2	NA	NA	8	NA	48170	48000	45	90	108	0.222222222222	506112
ms112	NA	NA	236	0.00814336644581	src1	1	NA	NA	13	NA	14740	14000	14	17	108	0.470588235294	2815051
