chrom	start	end	sample	p-value	src_sample	hap_index	hap_S*_start	hap_S*_end	hap_S*_SNP_num	hap_SNV_num	hap_len	hap_mapped_len	hap_match_num	hap_tot_num	sfs	hap_S*_match(%)	hap_num_match_ref
ms100	NA	NA	102	0.266470333282	src1	1	NA	NA	9	NA	46780	46000	57	109	108	0.146788990826	708318
ms1000	NA	NA	103	0.0564748952431	src1	1	NA	NA	0	NA	24350	24000	34	60	108	0.3	948385
ms1000	NA	NA	104	0.256108888969	src1	2	NA	NA	0	NA	45165	45000	39	96	108	0.135416666667	999035
ms1000	NA	NA	105	0.698949024063	src1	1	NA	NA	0	NA	18540	18000	16	28	216	0.0357142857143	2358759
ms1000	NA	NA	106	0.0615704399795	src1	2	NA	NA	0	NA	40850	40000	46	78	216	0.230769230769	1056480
ms1000	NA	NA	107	0.594932525852	src1	2	NA	NA	7	NA	38980	38000	31	70	108	0.0714285714286	1168076
ms1000	NA	NA	108	0.667233765986	src1	2	NA	NA	0	NA	25360	25000	12	25	108	0.04	993946
ms1000	NA	NA	109	0.000120896681386	src1	2	NA	NA	33	NA	47675	47000	41	59	108	0.440677966102	645178
ms1000	NA	NA	110	0.786982172482	src1	2	NA	NA	6	NA	44380	44000	26	49	108	0.0408163265306	778178
ms1000	NA	NA	111	0.0281532705895	src1	2	NA	NA	22	NA	47680	47000	67	109	108	0.279816513761	306855
ms1000	NA	NA	112	0.363705605067	src1	2	NA	NA	5	NA	48005	48000	28	57	108	0.114035087719	333483
ms1000	NA	NA	113	0.0914628773505	src1	2	NA	NA	16	NA	36100	36000	40	54	108	0.212962962963	1191630
ms1000	NA	NA	114	0.256891061071	src1	2	NA	NA	2	NA	29030	29000	16	29	216	0.137931034483	1185085
ms1000	NA	NA	115	0.701267559239	src1	2	NA	NA	0	NA	11085	11000	14	27	216	0.037037037037	2768627
ms1000	NA	NA	116	0.0193371890105	src1	1	NA	NA	32	NA	41805	41000	34	68	108	0.279411764706	1105382
ms1000	NA	NA	117	0.00361396166917	src1	1	NA	NA	21	NA	47370	47000	48	75	108	0.34	779476
ms1000	NA	NA	118	0.0027733429276	src1	2	NA	NA	52	NA	48465	48000	63	94	108	0.372340425532	266825
ms1000	NA	NA	119	0.144426506102	src1	1	NA	NA	18	NA	41075	41000	37	63	108	0.174603174603	1181825
ms1000	NA	NA	120	0.00419815281276	src1	2	NA	NA	25	NA	42065	42000	37	57	108	0.350877192982	1142168
ms1000	NA	NA	121	0.351112607828	src1	2	NA	NA	4	NA	49565	49000	37	72	108	0.118055555556	38602
ms1000	NA	NA	122	0.94713827962	src1	1	NA	NA	0	NA	34635	34000	41	79	108	0.0126582278481	1096350
ms1000	NA	NA	123	0.174643510156	src1	1	NA	NA	11	NA	40545	40000	45	82	108	0.170731707317	1081797
ms1000	NA	NA	124	0.672224527519	src1	2	NA	NA	0	NA	42550	42000	39	88	216	0.0625	1139886
ms1000	NA	NA	125	0.172509231743	src1	1	NA	NA	4	NA	12815	12000	11	20	108	0.2	3190350
ms1000	NA	NA	126	0.0204701750445	src1	2	NA	NA	21	NA	47280	47000	36	57	108	0.263157894737	658860
ms1000	NA	NA	127	0.582560782693	src1	2	NA	NA	16	NA	15740	15000	28	54	108	0.0925925925926	561343
ms101	NA	NA	128	0.417469921093	src1	1	NA	NA	6	NA	41750	41000	13	28	216	0.0714285714286	130406
ms101	NA	NA	129	0.438049303323	src1	2	NA	NA	6	NA	49470	49000	18	35	216	0.0857142857143	9329
ms101	NA	NA	130	0.0978232495304	src1	1	NA	NA	3	NA	30655	30000	31	49	216	0.214285714286	1486343
ms101	NA	NA	131	0.0978232495304	src1	2	NA	NA	3	NA	30655	30000	31	49	216	0.214285714286	1486343
ms101	NA	NA	132	0.79367384426	src1	1	NA	NA	10	NA	47905	47000	50	101	108	0.049504950495	623885
ms101	NA	NA	133	0.0453299294131	src1	1	NA	NA	17	NA	43365	43000	47	73	108	0.239726027397	1049769
ms101	NA	NA	134	0.00238025639955	src1	2	NA	NA	25	NA	49585	49000	29	52	108	0.375	23946
ms101	NA	NA	135	0.000808652582634	src1	2	NA	NA	35	NA	49440	49000	40	68	108	0.375	69250
ms101	NA	NA	136	0.00256248481585	src1	2	NA	NA	20	NA	37415	37000	24	40	108	0.4	1082542
ms101	NA	NA	137	2.2733782856e-06	src1	1	NA	NA	62	NA	47090	47000	64	80	108	0.575	439873
ms101	NA	NA	138	0.481401042768	src1	1	NA	NA	1	NA	29595	29000	44	86	108	0.116279069767	567719
ms101	NA	NA	139	0.399669764413	src1	2	NA	NA	9	NA	14240	14000	15	27	108	0.111111111111	2727143
ms101	NA	NA	140	0.217421734323	src1	1	NA	NA	11	NA	27260	27000	34	57	108	0.175438596491	1197331
ms101	NA	NA	141	0.00202926401534	src1	2	NA	NA	28	NA	40755	40000	48	70	216	0.385714285714	976215
ms101	NA	NA	142	0.0681040384333	src1	2	NA	NA	10	NA	10545	10000	12	18	108	0.333333333333	3311506
ms101	NA	NA	143	0.86183216899	src1	2	NA	NA	13	NA	38075	38000	53	97	108	0.0412371134021	580011
ms101	NA	NA	144	0.731958574586	src1	2	NA	NA	5	NA	46095	46000	25	40	108	0.05	602238
ms101	NA	NA	145	0.782737998576	src1	2	NA	NA	3	NA	37570	37000	42	83	108	0.0481927710843	1139218
ms101	NA	NA	146	0.0337020233048	src1	2	NA	NA	8	NA	30790	30000	14	23	108	0.260869565217	794343
ms101	NA	NA	147	0.0413605850116	src1	1	NA	NA	10	NA	49370	49000	32	47	216	0.234042553191	60032
ms101	NA	NA	148	0.0413605850116	src1	2	NA	NA	10	NA	49370	49000	32	47	216	0.234042553191	60032
ms101	NA	NA	149	0.0255567280069	src1	2	NA	NA	28	NA	47910	47000	36	59	108	0.254237288136	491846
ms101	NA	NA	150	0.202539347543	src1	1	NA	NA	31	NA	44955	44000	52	84	108	0.160714285714	915431
ms101	NA	NA	151	0.12475841088	src1	2	NA	NA	1	NA	45875	45000	70	125	108	0.22	223519
ms101	NA	NA	152	0.120219081442	src1	1	NA	NA	12	NA	44425	44000	32	49	108	0.183673469388	913997
ms101	NA	NA	153	0.0231631882917	src1	2	NA	NA	47	NA	48745	48000	59	104	108	0.274038461538	243791
ms101	NA	NA	154	0.205009071281	src1	1	NA	NA	6	NA	39810	39000	17	36	216	0.138888888889	533551
ms101	NA	NA	155	0.333722337042	src1	2	NA	NA	6	NA	27065	27000	13	28	216	0.107142857143	980281
ms101	NA	NA	156	0.848486153581	src1	2	NA	NA	2	NA	49370	49000	44	111	216	0.036036036036	92875
ms101	NA	NA	157	0.434034884076	src1	2	NA	NA	0	NA	24800	24000	18	32	216	0.09375	1735060
ms102	NA	NA	158	0.000465141825347	src1	1	NA	NA	26	NA	46435	46000	26	31	108	0.451612903226	582617
ms102	NA	NA	159	0.0256033853547	src1	2	NA	NA	10	NA	45890	45000	57	103	108	0.271844660194	731621
ms102	NA	NA	160	0.0154990623564	src1	1	NA	NA	10	NA	47115	47000	21	30	108	0.266666666667	322083
ms102	NA	NA	161	0.535489761377	src1	2	NA	NA	0	NA	11580	11000	9	17	216	0.0588235294118	3332918
ms102	NA	NA	162	0.00304791534898	src1	2	NA	NA	5	NA	47990	47000	46	69	108	0.347826086957	584989
ms102	NA	NA	163	0.723380547036	src1	1	NA	NA	8	NA	48375	48000	48	111	216	0.0585585585586	435254
ms102	NA	NA	164	0.768329393499	src1	2	NA	NA	7	NA	40485	40000	38	96	216	0.046875	1200557
ms102	NA	NA	165	0.803825571604	src1	1	NA	NA	0	NA	38360	38000	26	55	216	0.0363636363636	1086634
ms102	NA	NA	166	0.653308031548	src1	2	NA	NA	0	NA	46390	46000	30	63	108	0.0634920634921	678212
ms102	NA	NA	167	0.851386822607	src1	1	NA	NA	0	NA	26110	26000	35	65	216	0.0307692307692	1018334
ms102	NA	NA	168	0.00545794705102	src1	2	NA	NA	10	NA	45115	45000	36	54	216	0.324074074074	956769
ms102	NA	NA	169	0.0775211532435	src1	1	NA	NA	3	NA	25490	25000	43	60	108	0.3	319099
ms102	NA	NA	170	0.00146436706801	src1	1	NA	NA	0	NA	45930	45000	49	69	216	0.376811594203	946483
ms102	NA	NA	171	0.00146436706801	src1	2	NA	NA	0	NA	45930	45000	49	69	216	0.376811594203	946483
ms102	NA	NA	172	0.271354277113	src1	1	NA	NA	0	NA	28840	28000	43	78	108	0.173076923077	575317
ms102	NA	NA	173	0.00112361162931	src1	2	NA	NA	22	NA	46845	46000	34	47	108	0.404255319149	696859
ms102	NA	NA	174	0.641140184275	src1	1	NA	NA	4	NA	48015	48000	27	76	216	0.0657894736842	318544
ms102	NA	NA	175	0.638038038038	src1	2	NA	NA	4	NA	48015	48000	26	75	216	0.0666666666667	304694
ms102	NA	NA	176	0.0688746281134	src1	1	NA	NA	5	NA	34525	34000	11	22	108	0.181818181818	203354
ms102	NA	NA	177	0.000127093374525	src1	2	NA	NA	34	NA	47625	47000	49	72	108	0.458333333333	716008
ms102	NA	NA	178	0.00901537068461	src1	2	NA	NA	12	NA	45150	45000	31	41	108	0.317073170732	832688
ms102	NA	NA	179	0.135113037548	src1	2	NA	NA	8	NA	38230	38000	24	49	108	0.183673469388	1046952
ms102	NA	NA	180	0.524735455044	src1	2	NA	NA	3	NA	39600	39000	27	55	108	0.0818181818182	1046513
ms102	NA	NA	181	0.0555193321252	src1	1	NA	NA	5	NA	37710	37000	32	56	108	0.232142857143	1251491
ms102	NA	NA	182	0.215927905588	src1	1	NA	NA	7	NA	44875	44000	44	77	108	0.149350649351	1058167
ms102	NA	NA	183	0.297659267017	src1	1	NA	NA	8	NA	48245	48000	23	40	108	0.125	198612
ms102	NA	NA	184	0.813594598711	src1	1	NA	NA	4	NA	40750	40000	36	90	216	0.0388888888889	1181939
ms102	NA	NA	185	0.818974689991	src1	2	NA	NA	4	NA	40750	40000	37	91	216	0.0384615384615	1189805
ms102	NA	NA	186	0.129515441045	src1	1	NA	NA	0	NA	30085	30000	20	39	108	0.192307692308	1367944
ms102	NA	NA	187	0.860614087248	src1	1	NA	NA	15	NA	49635	49000	60	113	108	0.0442477876106	36997
ms102	NA	NA	188	0.0653042657304	src1	1	NA	NA	16	NA	46935	46000	39	86	108	0.209302325581	786992
ms102	NA	NA	189	0.435220097817	src1	1	NA	NA	5	NA	41570	41000	26	50	108	0.1	944420
ms102	NA	NA	190	0.250853047184	src1	1	NA	NA	14	NA	29190	29000	25	56	108	0.142857142857	1582854
ms102	NA	NA	191	0.513329143081	src1	1	NA	NA	9	NA	48135	48000	47	101	108	0.0891089108911	531391
ms102	NA	NA	192	0.477303141023	src1	2	NA	NA	0	NA	44145	44000	76	122	108	0.131147540984	66506
ms102	NA	NA	193	0.000854371651668	src1	2	NA	NA	33	NA	48045	48000	48	71	108	0.394366197183	571179
ms102	NA	NA	194	2.78692819201e-06	src1	1	NA	NA	20	NA	43915	43000	39	46	108	0.565217391304	1076453
ms102	NA	NA	195	0.497158900436	src1	2	NA	NA	15	NA	45895	45000	41	78	216	0.0897435897436	954559
ms102	NA	NA	196	0.418809946331	src1	1	NA	NA	0	NA	31315	31000	23	50	108	0.1	1391869
ms102	NA	NA	197	0.0645997637292	src1	2	NA	NA	7	NA	26325	26000	21	43	108	0.244186046512	1713287
ms102	NA	NA	198	0.0194360915425	src1	1	NA	NA	32	NA	43285	43000	37	58	108	0.275862068966	1084785
ms102	NA	NA	199	0.00548261698694	src1	1	NA	NA	10	NA	36910	36000	15	24	216	0.333333333333	490823
ms102	NA	NA	200	0.00548261698694	src1	2	NA	NA	9	NA	36910	36000	15	24	216	0.333333333333	490823
ms102	NA	NA	201	0.00151808812901	src1	1	NA	NA	4	NA	43225	43000	25	32	108	0.40625	826038
ms102	NA	NA	202	0.00225458361102	src1	2	NA	NA	46	NA	46645	46000	55	94	216	0.36170212766	775752
ms102	NA	NA	203	0.258235699226	src1	2	NA	NA	3	NA	38280	38000	41	73	108	0.143835616438	1183414
ms102	NA	NA	204	0.00777858329735	src1	1	NA	NA	17	NA	28840	28000	30	46	108	0.369565217391	1535240
ms103	NA	NA	205	0.079321409518	src1	1	NA	NA	0	NA	32710	32000	13	25	216	0.2	513593
ms103	NA	NA	206	0.0964013679345	src1	2	NA	NA	0	NA	32710	32000	14	26	216	0.192307692308	647106
ms103	NA	NA	207	0.40906956646	src1	1	NA	NA	0	NA	44095	44000	59	105	108	0.12380952381	587811
ms103	NA	NA	208	0.231135065602	src1	1	NA	NA	11	NA	46665	46000	20	38	108	0.131578947368	323390
ms103	NA	NA	209	0.339932268451	src1	2	NA	NA	0	NA	13550	13000	9	18	108	0.111111111111	2661388
ms103	NA	NA	210	0.0199791669372	src1	1	NA	NA	17	NA	34910	34000	19	40	216	0.3	1001292
ms103	NA	NA	211	0.152583466664	src1	2	NA	NA	0	NA	30865	30000	34	64	216	0.1875	1363148
ms103	NA	NA	212	0.448667605992	src1	1	NA	NA	0	NA	14615	14000	12	23	108	0.0869565217391	2864467
ms103	NA	NA	213	0.820443012187	src1	2	NA	NA	7	NA	32410	32000	61	100	216	0.06	53993
ms103	NA	NA	214	0.710231138149	src1	2	NA	NA	2	NA	37850	37000	32	57	108	0.0526315789474	1245012
ms103	NA	NA	215	0.881815076393	src1	1	NA	NA	6	NA	26725	26000	38	75	108	0.0266666666667	793332
ms103	NA	NA	216	0.279126516528	src1	2	NA	NA	13	NA	44010	44000	41	83	108	0.132530120482	1089659
ms103	NA	NA	217	0.163377900583	src1	1	NA	NA	11	NA	45605	45000	56	90	216	0.177777777778	770146
ms103	NA	NA	218	0.163377900583	src1	2	NA	NA	11	NA	45605	45000	56	90	216	0.177777777778	770146
ms103	NA	NA	219	0.180572662191	src1	1	NA	NA	13	NA	43425	43000	39	66	108	0.159090909091	1103372
ms103	NA	NA	220	0.19506728448	src1	1	NA	NA	14	NA	37480	37000	39	71	108	0.161971830986	1238992
ms103	NA	NA	221	0.0111378779871	src1	1	NA	NA	15	NA	25635	25000	19	27	108	0.37037037037	1695295
ms103	NA	NA	222	0.619897049842	src1	1	NA	NA	0	NA	32565	32000	20	33	108	0.0606060606061	1203494
ms103	NA	NA	223	0.0328735519623	src1	1	NA	NA	11	NA	33825	33000	15	27	108	0.259259259259	694387
ms103	NA	NA	224	0.8097787616	src1	1	NA	NA	15	NA	46755	46000	65	105	216	0.0571428571429	411094
ms103	NA	NA	225	0.425887230966	src1	2	NA	NA	8	NA	37370	37000	36	68	108	0.102941176471	1283064
ms103	NA	NA	226	0.726978949123	src1	1	NA	NA	0	NA	30635	30000	33	78	108	0.0512820512821	1410154
ms103	NA	NA	227	0.0669388022397	src1	2	NA	NA	2	NA	41445	41000	50	82	108	0.231707317073	916209
ms103	NA	NA	228	0.324160677004	src1	2	NA	NA	8	NA	43965	43000	57	108	108	0.138888888889	681590
ms103	NA	NA	229	0.00439536560552	src1	1	NA	NA	36	NA	47230	47000	62	92	108	0.358695652174	506214
ms103	NA	NA	230	0.0294246212306	src1	2	NA	NA	11	NA	11965	11000	11	13	108	0.384615384615	3353755
ms103	NA	NA	231	0.0417510969194	src1	1	NA	NA	0	NA	14485	14000	22	29	108	0.379310344828	1298408
ms103	NA	NA	232	0.0552109044768	src1	2	NA	NA	12	NA	41680	41000	43	65	108	0.230769230769	1137220
ms103	NA	NA	233	0.0138033301723	src1	2	NA	NA	4	NA	30340	30000	17	24	108	0.333333333333	1167326
ms103	NA	NA	234	0.108101162212	src1	2	NA	NA	18	NA	39680	39000	43	81	108	0.197530864198	1136194
ms103	NA	NA	235	0.0401625598864	src1	1	NA	NA	14	NA	45690	45000	33	67	108	0.238805970149	833661
ms103	NA	NA	236	0.00262597503044	src1	2	NA	NA	21	NA	40725	40000	40	64	108	0.375	1184321
ms103	NA	NA	237	0.772294507087	src1	1	NA	NA	0	NA	44985	44000	46	108	108	0.0509259259259	1040558
