chrom	start	end	sample	p-value	src_sample	hap_index	hap_S*_start	hap_S*_end	hap_S*_SNP_num	hap_SNV_num	hap_len	hap_mapped_len	hap_match_num	hap_tot_num	sfs	hap_S*_match(%)	hap_num_match_ref
ms105	NA	NA	112	0.103569531629	src1	2	NA	NA	21	NA	42575	42000	40	67	108	0.194029850746	1140933
ms105	NA	NA	113	0.00412096859904	src1	2	NA	NA	39	NA	48710	48000	55	91	108	0.32967032967	291678
ms105	NA	NA	114	0.028321051349	src1	1	NA	NA	15	NA	21095	21000	21	35	216	0.328571428571	2039436
ms105	NA	NA	115	0.028321051349	src1	2	NA	NA	15	NA	21095	21000	21	35	216	0.328571428571	2039436
ms105	NA	NA	116	0.149925941109	src1	2	NA	NA	15	NA	46830	46000	65	103	108	0.194174757282	409808
ms105	NA	NA	117	0.000491669831273	src1	2	NA	NA	31	NA	41820	41000	47	72	108	0.430555555556	1045416
ms105	NA	NA	118	0.00249943696429	src1	1	NA	NA	13	NA	23075	23000	27	33	108	0.469696969697	1585156
ms105	NA	NA	119	0.432191154387	src1	2	NA	NA	18	NA	45410	45000	41	94	108	0.101063829787	1001535
ms105	NA	NA	120	0.118150232504	src1	1	NA	NA	17	NA	34935	34000	36	59	108	0.194915254237	1313310
ms105	NA	NA	121	0.0151528498155	src1	1	NA	NA	38	NA	42395	42000	41	68	108	0.294117647059	1146582
ms105	NA	NA	122	0.152080600346	src1	1	NA	NA	23	NA	47720	47000	60	104	108	0.182692307692	509972
ms105	NA	NA	123	0.0116419781886	src1	1	NA	NA	11	NA	25900	25000	15	22	216	0.363636363636	1371759
ms105	NA	NA	124	0.026007120503	src1	2	NA	NA	17	NA	38890	38000	25	32	108	0.28125	1035600
ms106	NA	NA	125	0.278142463562	src1	1	NA	NA	23	NA	37785	37000	47	87	108	0.149425287356	907782
ms106	NA	NA	126	0.0109055079848	src1	2	NA	NA	29	NA	37785	37000	33	63	108	0.31746031746	1265598
ms106	NA	NA	127	0.00122334064689	src1	1	NA	NA	44	NA	45615	45000	48	75	216	0.386666666667	981737
ms106	NA	NA	128	0.00117867344019	src1	2	NA	NA	43	NA	45615	45000	47	74	216	0.391891891892	996034
ms106	NA	NA	129	0.394001446603	src1	2	NA	NA	14	NA	27245	27000	42	79	108	0.139240506329	515690
ms106	NA	NA	130	0.0760972619781	src1	2	NA	NA	12	NA	22530	22000	21	28	108	0.25	1987127
ms106	NA	NA	131	0.0339290756408	src1	2	NA	NA	15	NA	46210	46000	22	50	108	0.24	478114
ms106	NA	NA	132	0.0345649990242	src1	2	NA	NA	12	NA	36535	36000	19	34	108	0.264705882353	906928
ms106	NA	NA	133	0.000426449115813	src1	1	NA	NA	31	NA	39215	39000	53	70	108	0.5	647204
ms106	NA	NA	134	0.538823708201	src1	1	NA	NA	12	NA	33340	33000	41	75	216	0.0933333333333	1039673
ms106	NA	NA	135	0.522494376633	src1	2	NA	NA	12	NA	33340	33000	40	74	216	0.0945945945946	1100763
ms106	NA	NA	136	0.062396597955	src1	1	NA	NA	25	NA	41800	41000	48	65	216	0.230769230769	1008804
ms106	NA	NA	137	0.055682895947	src1	2	NA	NA	25	NA	41800	41000	47	64	216	0.234375	1044880
ms106	NA	NA	138	0.0569513851347	src1	2	NA	NA	13	NA	35570	35000	45	67	216	0.253731343284	910091
ms106	NA	NA	139	3.23965585599e-05	src1	2	NA	NA	24	NA	36315	36000	31	47	108	0.574468085106	1296433
ms106	NA	NA	140	0.0850100116264	src1	2	NA	NA	22	NA	40225	40000	31	56	108	0.205357142857	1114703
ms107	NA	NA	141	0.0237167317114	src1	2	NA	NA	15	NA	45480	45000	19	36	108	0.25	369232
ms107	NA	NA	142	0.0272633443099	src1	1	NA	NA	11	NA	32350	32000	21	38	108	0.289473684211	1261473
ms107	NA	NA	143	0.173312434266	src1	1	NA	NA	15	NA	44290	44000	26	48	108	0.166666666667	785361
ms107	NA	NA	144	0.000257085013015	src1	1	NA	NA	35	NA	33810	33000	40	50	108	0.52	1120251
ms107	NA	NA	145	0.481611698932	src1	1	NA	NA	13	NA	46860	46000	40	71	216	0.0915492957746	814022
ms107	NA	NA	146	0.0966652856858	src1	1	NA	NA	14	NA	40960	40000	48	72	216	0.208333333333	987220
ms107	NA	NA	147	0.0828432088585	src1	2	NA	NA	14	NA	40960	40000	46	70	216	0.214285714286	1061124
ms107	NA	NA	148	0.0115915753742	src1	2	NA	NA	25	NA	48975	48000	36	59	108	0.28813559322	155543
ms107	NA	NA	149	0.29469186095	src1	1	NA	NA	22	NA	48755	48000	46	86	108	0.127906976744	275670
ms107	NA	NA	150	0.00981947866744	src1	1	NA	NA	34	NA	46705	46000	50	66	108	0.30303030303	870921
ms107	NA	NA	151	0.042770057642	src1	2	NA	NA	15	NA	33935	33000	45	68	216	0.279411764706	813816
ms107	NA	NA	152	0.0062653364583	src1	1	NA	NA	20	NA	40785	40000	47	73	216	0.342465753425	1017183
ms107	NA	NA	153	0.268578862011	src1	2	NA	NA	19	NA	39620	39000	48	87	216	0.149425287356	934771
ms107	NA	NA	154	0.0168414929009	src1	1	NA	NA	35	NA	42495	42000	45	82	108	0.286585365854	1100139
ms107	NA	NA	155	0.169075159632	src1	1	NA	NA	12	NA	26700	26000	32	52	108	0.192307692308	1337765
ms107	NA	NA	156	0.145194593918	src1	2	NA	NA	11	NA	47935	47000	58	104	108	0.182692307692	511423
ms107	NA	NA	157	0.00719470772447	src1	2	NA	NA	45	NA	44435	44000	46	75	108	0.32	1056331
ms108	NA	NA	158	0.000776397515528	src1	2	NA	NA	14	NA	36470	36000	49	66	108	0.462121212121	716127
ms108	NA	NA	159	0.048061497934	src1	1	NA	NA	13	NA	44175	44000	25	46	108	0.239130434783	769846
ms108	NA	NA	160	0.00332446312207	src1	1	NA	NA	15	NA	32830	32000	18	27	108	0.388888888889	1071751
ms108	NA	NA	161	7.87091696183e-05	src1	2	NA	NA	46	NA	48480	48000	78	102	108	0.470588235294	50819
ms108	NA	NA	162	0.0695063504832	src1	1	NA	NA	26	NA	45870	45000	36	60	108	0.208333333333	882609
ms108	NA	NA	163	0.21511458322	src1	2	NA	NA	16	NA	26895	26000	16	26	108	0.153846153846	1374764
ms108	NA	NA	164	0.0294315107715	src1	2	NA	NA	24	NA	49345	49000	45	68	216	0.25	101285
ms108	NA	NA	165	0.129141759502	src1	1	NA	NA	29	NA	36350	36000	52	83	108	0.21686746988	529967
ms108	NA	NA	166	0.113300389108	src1	1	NA	NA	21	NA	29215	29000	35	69	108	0.217391304348	1237444
ms108	NA	NA	167	0.000153656662724	src1	2	NA	NA	39	NA	48365	48000	43	57	108	0.438596491228	410004
ms108	NA	NA	168	0.040584162643	src1	1	NA	NA	14	NA	39745	39000	31	56	108	0.25	1135984
ms108	NA	NA	169	0.0509809501225	src1	1	NA	NA	24	NA	41740	41000	56	98	108	0.255102040816	632549
ms108	NA	NA	170	0.00812692078545	src1	1	NA	NA	29	NA	40530	40000	33	59	108	0.322033898305	1144713
ms108	NA	NA	171	0.0251126088614	src1	1	NA	NA	15	NA	48380	48000	31	53	216	0.264150943396	270182
ms108	NA	NA	172	0.0530987343135	src1	2	NA	NA	20	NA	41955	41000	51	86	108	0.244186046512	891847
ms108	NA	NA	173	0.0366951946619	src1	1	NA	NA	20	NA	29065	29000	25	47	108	0.276595744681	1590834
ms109	NA	NA	174	0.0545998544387	src1	2	NA	NA	14	NA	18855	18000	19	31	108	0.290322580645	2228613
ms109	NA	NA	175	0.0057989640404	src1	1	NA	NA	19	NA	46230	46000	39	62	216	0.322580645161	896366
ms109	NA	NA	176	0.000851047843627	src1	2	NA	NA	43	NA	30320	30000	43	55	108	0.472727272727	692087
ms109	NA	NA	177	0.0224306849165	src1	1	NA	NA	12	NA	45015	45000	60	97	108	0.288659793814	583530
ms109	NA	NA	178	0.0627750891464	src1	1	NA	NA	12	NA	38255	38000	20	33	108	0.227272727273	885621
ms109	NA	NA	179	0.0384918756902	src1	1	NA	NA	52	NA	49080	49000	86	122	108	0.27868852459	6338
ms109	NA	NA	180	0.0584875962455	src1	2	NA	NA	15	NA	48515	48000	55	98	108	0.224489795918	364042
ms109	NA	NA	181	0.0579549580094	src1	2	NA	NA	15	NA	32700	32000	24	37	108	0.243243243243	1333155
ms109	NA	NA	182	0.135351130532	src1	2	NA	NA	15	NA	44505	44000	25	44	108	0.181818181818	745135
ms109	NA	NA	183	0.00350979874604	src1	1	NA	NA	26	NA	47965	47000	39	65	216	0.338461538462	522821
ms109	NA	NA	184	0.00419147273958	src1	2	NA	NA	27	NA	47965	47000	40	66	216	0.333333333333	536326
ms109	NA	NA	185	0.100056815876	src1	2	NA	NA	12	NA	45620	45000	41	71	108	0.19014084507	985639
ms109	NA	NA	186	0.000659093241648	src1	1	NA	NA	14	NA	46760	46000	30	48	108	0.458333333333	623583
ms109	NA	NA	187	0.455815130289	src1	2	NA	NA	11	NA	38165	38000	41	84	108	0.10119047619	1181761
ms109	NA	NA	188	0.0209513403007	src1	1	NA	NA	29	NA	42120	42000	43	79	216	0.278481012658	1134819
ms109	NA	NA	189	0.0239877717947	src1	2	NA	NA	30	NA	42120	42000	45	81	216	0.271604938272	1101060
ms109	NA	NA	190	0.0036075609774	src1	1	NA	NA	16	NA	27250	27000	18	25	216	0.44	1496578
ms109	NA	NA	191	0.0222054105061	src1	1	NA	NA	27	NA	45885	45000	35	53	108	0.264150943396	860510
ms109	NA	NA	192	0.105763426863	src1	1	NA	NA	17	NA	41845	41000	54	80	108	0.2125	740548
ms109	NA	NA	193	0.137078567551	src1	2	NA	NA	29	NA	46610	46000	69	120	108	0.208333333333	267094
ms11	NA	NA	194	0.229744131687	src1	1	NA	NA	13	NA	35975	35000	39	65	108	0.153846153846	1228248
ms11	NA	NA	195	0.00301875362362	src1	2	NA	NA	13	NA	44420	44000	42	64	108	0.359375	1076271
ms11	NA	NA	196	0.00227970671881	src1	2	NA	NA	12	NA	23460	23000	12	15	108	0.466666666667	1233491
ms11	NA	NA	197	0.0129226411754	src1	1	NA	NA	12	NA	26190	26000	23	34	216	0.352941176471	1756838
ms11	NA	NA	198	0.0129226411754	src1	2	NA	NA	12	NA	26190	26000	23	34	216	0.352941176471	1756838
ms11	NA	NA	199	0.00732274308354	src1	2	NA	NA	22	NA	44985	44000	37	54	108	0.314814814815	986378
ms11	NA	NA	200	0.000789337281189	src1	2	NA	NA	32	NA	42305	42000	42	62	108	0.411290322581	1140196
ms11	NA	NA	201	0.13034144744	src1	2	NA	NA	13	NA	47370	47000	54	93	108	0.182795698925	720637
ms11	NA	NA	202	0.0528760266831	src1	1	NA	NA	14	NA	16860	16000	23	36	108	0.333333333333	1522012
ms11	NA	NA	203	0.00308619453756	src1	1	NA	NA	13	NA	40435	40000	14	25	108	0.32	232972
ms11	NA	NA	204	0.49672499665	src1	2	NA	NA	22	NA	39765	39000	41	102	108	0.093137254902	1186410
ms11	NA	NA	205	0.138703369434	src1	1	NA	NA	13	NA	35800	35000	21	38	108	0.184210526316	1063679
ms11	NA	NA	206	0.256362587158	src1	1	NA	NA	17	NA	43315	43000	48	97	108	0.144329896907	1024150
ms11	NA	NA	207	0.0129172617481	src1	1	NA	NA	11	NA	27910	27000	23	43	108	0.348837209302	1637730
ms11	NA	NA	208	0.0225442647671	src1	1	NA	NA	19	NA	28960	28000	23	42	108	0.309523809524	1554452
ms110	NA	NA	209	0.0420070981388	src1	1	NA	NA	16	NA	39235	39000	35	57	108	0.245614035088	1227363
ms110	NA	NA	210	0.00354704846924	src1	2	NA	NA	13	NA	27255	27000	23	31	108	0.41935483871	1692392
ms110	NA	NA	211	0.00687959302638	src1	2	NA	NA	24	NA	41915	41000	45	67	216	0.328358208955	1099628
ms110	NA	NA	212	0.00184795819835	src1	1	NA	NA	23	NA	36415	36000	29	42	216	0.404761904762	1248945
ms110	NA	NA	213	0.0048468868716	src1	2	NA	NA	14	NA	48555	48000	47	67	216	0.328358208955	358786
ms110	NA	NA	214	0.0896839649574	src1	1	NA	NA	12	NA	18145	18000	12	21	216	0.238095238095	2122675
ms110	NA	NA	215	0.00462836201268	src1	2	NA	NA	17	NA	48255	48000	69	98	108	0.357142857143	189915
ms110	NA	NA	216	0.0991460203875	src1	1	NA	NA	16	NA	40470	40000	35	59	108	0.194915254237	1185039
ms110	NA	NA	217	0.0862376329453	src1	1	NA	NA	18	NA	18060	18000	19	31	108	0.258064516129	2242651
ms110	NA	NA	218	0.00159633600272	src1	1	NA	NA	33	NA	41510	41000	33	46	216	0.391304347826	1095633
ms110	NA	NA	219	0.00159633600272	src1	2	NA	NA	33	NA	41510	41000	33	46	216	0.391304347826	1095633
ms110	NA	NA	220	0.253781219652	src1	1	NA	NA	11	NA	48385	48000	43	96	108	0.135416666667	401589
ms110	NA	NA	221	0.012476072275	src1	2	NA	NA	24	NA	46820	46000	42	62	108	0.290322580645	846820
ms110	NA	NA	222	0.0021004558496	src1	1	NA	NA	31	NA	31615	31000	33	52	108	0.423076923077	1420643
ms110	NA	NA	223	0.0651789087827	src1	1	NA	NA	12	NA	14685	14000	24	34	216	0.352941176471	958085
ms110	NA	NA	224	0.398142556666	src1	1	NA	NA	21	NA	44335	44000	28	47	108	0.106382978723	829634
ms110	NA	NA	225	0.125386483867	src1	1	NA	NA	17	NA	44235	44000	33	61	108	0.180327868852	953467
ms110	NA	NA	226	0.103421905536	src1	1	NA	NA	15	NA	48185	48000	54	77	108	0.194805194805	494285
ms110	NA	NA	227	0.0835085619045	src1	1	NA	NA	11	NA	44070	44000	25	43	108	0.209302325581	775177
ms111	NA	NA	228	0.00643161206737	src1	2	NA	NA	41	NA	44170	44000	67	104	108	0.370192307692	259343
ms111	NA	NA	229	0.791451390654	src1	1	NA	NA	15	NA	38000	38000	50	94	108	0.0531914893617	747489
ms111	NA	NA	230	0.0083813859117	src1	1	NA	NA	16	NA	44465	44000	64	101	108	0.341584158416	380485
ms111	NA	NA	231	0.0899410089067	src1	2	NA	NA	16	NA	46420	46000	44	76	108	0.197368421053	930987
ms111	NA	NA	232	0.202367368855	src1	2	NA	NA	20	NA	29140	29000	50	82	216	0.219512195122	208585
ms111	NA	NA	233	0.451660599682	src1	1	NA	NA	12	NA	25525	25000	30	57	108	0.105263157895	1448000
ms111	NA	NA	234	0.0332618636745	src1	1	NA	NA	19	NA	45675	45000	55	101	108	0.257425742574	807801
ms111	NA	NA	235	0.0633390372387	src1	2	NA	NA	15	NA	48170	48000	45	78	108	0.211538461538	506085
ms112	NA	NA	236	0.0143482682788	src1	1	NA	NA	11	NA	14740	14000	14	19	108	0.421052631579	2816994
